iter	Passed	Remaining
0	171	256480
1	208	156154
2	245	122378
3	254	95006
4	262	78526
5	270	67319
6	285	60987
7	302	56423
8	309	51343
9	319	47560
10	384	52108
11	430	53362
12	443	50769
13	466	49508
14	498	49363
15	512	47508
16	556	48535
17	576	47491
18	615	47943
19	647	47892
20	658	46370
21	679	45617
22	691	44391
23	716	44055
24	725	42825
25	734	41658
26	749	40889
27	761	40023
28	771	39138
29	778	38168
30	787	37337
31	805	36934
32	816	36286
33	834	35992
34	844	35339
35	853	34696
36	860	34033
37	867	33363
38	873	32713
39	879	32117
40	891	31710
41	898	31201
42	906	30710
43	913	30222
44	919	29745
45	926	29290
46	935	28919
47	950	28764
48	960	28454
49	969	28107
50	978	27789
51	987	27502
52	997	27226
53	1005	26913
54	1015	26678
55	1029	26540
56	1037	26252
57	1048	26071
58	1057	25828
59	1078	25887
60	1114	26289
61	1138	26407
62	1158	26434
63	1251	28083
64	1361	30048
65	1376	29904
66	1403	30008
67	1421	29937
68	1433	29728
69	1455	29729
70	1492	30033
71	1524	30239
72	1558	30458
73	1577	30396
74	1588	30184
75	1616	30291
76	1626	30065
77	1637	29852
78	1664	29931
79	1704	30247
80	1718	30105
81	1726	29851
82	1744	29774
83	1774	29904
84	1789	29782
85	1802	29630
86	1857	30171
87	1875	30090
88	1895	30047
89	1914	29986
90	1935	29969
91	1951	29865
92	1962	29687
93	1997	29880
94	2017	29831
95	2039	29827
96	2055	29734
97	2081	29785
98	2094	29642
99	2106	29485
100	2129	29498
101	2143	29384
102	2152	29191
103	2196	29489
104	2219	29486
105	2233	29368
106	2251	29317
107	2278	29363
108	2309	29475
109	2322	29345
110	2340	29290
111	2455	30426
112	2566	31499
113	2582	31400
114	2617	31529
115	2665	31801
116	2684	31735
117	2698	31603
118	2723	31611
119	2774	31906
120	2785	31743
121	2801	31648
122	2817	31546
123	2825	31352
124	2848	31331
125	2887	31487
126	2902	31374
127	2942	31541
128	2964	31509
129	2980	31405
130	3005	31406
131	3029	31394
132	3062	31481
133	3083	31430
134	3107	31418
135	3124	31334
136	3144	31286
137	3161	31204
138	3174	31085
139	3202	31114
140	3218	31022
141	3235	30946
142	3267	31010
143	3278	30870
144	3293	30772
145	3319	30784
146	3340	30750
147	3357	30670
148	3381	30656
149	3403	30627
150	3413	30497
151	3437	30482
152	3460	30465
153	3491	30520
154	3504	30412
155	3515	30289
156	3560	30455
157	3593	30519
158	3792	31988
159	3825	32039
160	3843	31969
161	3862	31899
162	3887	31884
163	3896	31740
164	3903	31585
165	3934	31617
166	3958	31599
167	3966	31452
168	3974	31302
169	3992	31233
170	4020	31250
171	4039	31188
172	4074	31256
173	4084	31126
174	4102	31058
175	4111	30930
176	4137	30928
177	4145	30790
178	4182	30863
179	4203	30822
180	4218	30742
181	4252	30794
182	4278	30788
183	4292	30697
184	4305	30602
185	4323	30541
186	4337	30457
187	4363	30452
188	4381	30394
189	4392	30286
190	4415	30262
191	4425	30149
192	4455	30171
193	4466	30065
194	4487	30031
195	4502	29954
196	4509	29828
197	4527	29769
198	4551	29754
199	4563	29660
200	4582	29613
201	4609	29620
202	4640	29648
203	4652	29557
204	4664	29468
205	4692	29474
206	4701	29364
207	4716	29295
208	4744	29309
209	4768	29294
210	4804	29352
211	4872	29603
212	4973	30050
213	4991	29994
214	5023	30025
215	5035	29931
216	5055	29888
217	5075	29846
218	5094	29799
219	5112	29745
220	5154	29832
221	5189	29873
222	5214	29859
223	5234	29820
224	5255	29780
225	5279	29761
226	5293	29687
227	5307	29607
228	5322	29538
229	5349	29537
230	5363	29464
231	5410	29569
232	5425	29501
233	5457	29527
234	5496	29587
235	5530	29620
236	5547	29565
237	5584	29609
238	5604	29569
239	5765	30266
240	5797	30285
241	5809	30198
242	5837	30196
243	5881	30273
244	5889	30171
245	5918	30168
246	5947	30170
247	5960	30092
248	5995	30123
249	6102	30514
250	6176	30733
251	6202	30716
252	6214	30631
253	6231	30568
254	6242	30476
255	6288	30557
256	6312	30531
257	6344	30543
258	6365	30499
259	6389	30474
260	6407	30417
261	6420	30340
262	6438	30283
263	6455	30223
264	6477	30187
265	6489	30105
266	6522	30121
267	6531	30026
268	6551	29980
269	6564	29906
270	6613	29990
271	6625	29914
272	6655	29914
273	6676	29875
274	6695	29826
275	6723	29815
276	6732	29723
277	6744	29646
278	6753	29553
279	6763	29470
280	6770	29368
281	6796	29353
282	6805	29264
283	6820	29201
284	6838	29151
285	6852	29088
286	6873	29050
287	6895	29018
288	6920	28998
289	6949	28997
290	6959	28913
291	6974	28852
292	6988	28787
293	6998	28709
294	7008	28626
295	7029	28591
296	7043	28529
297	7053	28449
298	7064	28374
299	7078	28313
300	7090	28245
301	7102	28173
302	7111	28095
303	7120	28015
304	7128	27930
305	7136	27848
306	7145	27767
307	7166	27733
308	7269	28018
309	7429	28519
310	7438	28437
311	7453	28381
312	7470	28329
313	7533	28453
314	7559	28437
