iter	Logloss	Precision
231	0.6900361821	0.6257359125
232	0.6900224018	0.6263643997
233	0.6900091243	0.6266778523
234	0.6899946395	0.6263643997
235	0.6899831442	0.6266778523
236	0.6899708645	0.6282372598
237	0.6899578488	0.6285475793
238	0.6899453293	0.6291666667
239	0.689933215	0.6294754371
240	0.6899191453	0.6297836938
241	0.6899035011	0.6297836938
242	0.6898908441	0.6297836938
243	0.689878002	0.6300914381
244	0.6898645594	0.6300914381
245	0.6898517489	0.6300914381
246	0.6898387172	0.6294754371
247	0.6898264899	0.6300914381
248	0.6898128118	0.6303986711
249	0.6897981977	0.6303986711
250	0.689783492	0.6303986711
251	0.6897695869	0.6303986711
252	0.6897570753	0.6294754371
253	0.6897451384	0.6300914381
254	0.6897344004	0.6297836938
255	0.6897215868	0.6294754371
256	0.689706654	0.6297836938
257	0.6896945044	0.6297836938
258	0.6896785702	0.6297836938
259	0.6896654923	0.6297836938
260	0.6896487723	0.6297836938
261	0.6896380629	0.6297836938
262	0.6896237742	0.6297836938
263	0.6896078413	0.6297836938
264	0.6895969747	0.6291666667
265	0.6895861642	0.6288573812
266	0.6895729495	0.6294754371
267	0.6895590556	0.6294754371
268	0.6895446224	0.6291666667
269	0.689531775	0.6294754371
270	0.6895183558	0.6285475793
271	0.6895073154	0.6279264214
272	0.6894964269	0.6276150628
273	0.6894840703	0.6279264214
274	0.6894707612	0.6282372598
275	0.6894570457	0.6279264214
276	0.6894437579	0.6279264214
277	0.6894312826	0.6282372598
278	0.6894187477	0.6288573812
279	0.6894052731	0.6294754371
280	0.6893920197	0.6294754371
281	0.6893788734	0.6294754371
282	0.6893647077	0.6294754371
283	0.6893531634	0.6294754371
284	0.6893411835	0.6297836938
285	0.6893313172	0.6291666667
286	0.689316719	0.6294754371
287	0.6893037407	0.6297836938
288	0.6892906297	0.6307053942
289	0.6892794148	0.6307053942
290	0.6892655409	0.6307053942
291	0.6892537044	0.6307053942
292	0.6892432308	0.6307053942
293	0.6892301532	0.6307053942
294	0.689213258	0.6307053942
295	0.6891995913	0.6307053942
296	0.6891856077	0.6303986711
297	0.6891711312	0.6310116086
298	0.6891599633	0.6307053942
299	0.6891461185	0.6310116086
300	0.6891337946	0.6313173157
301	0.6891182094	0.6313173157
302	0.6891040334	0.6313173157
303	0.689090567	0.6316225166
304	0.6890770417	0.6319272126
305	0.6890621966	0.6319272126
306	0.6890460551	0.6319272126
307	0.6890337469	0.6319272126
308	0.6890242441	0.6319272126
309	0.6890106924	0.6319272126
310	0.688996348	0.632231405
311	0.6889837469	0.632231405
312	0.6889683889	0.632231405
313	0.6889536691	0.632231405
314	0.6889409456	0.632231405
315	0.6889266101	0.632231405
316	0.6889142809	0.632231405
317	0.6889004769	0.6319272126
318	0.6888868843	0.632231405
319	0.6888756939	0.632231405
320	0.6888626506	0.632231405
321	0.6888512993	0.6316225166
322	0.6888391976	0.632231405
323	0.6888265721	0.632231405
324	0.688814987	0.6316225166
325	0.6888003756	0.6316225166
326	0.688788596	0.6316225166
327	0.6887797447	0.6313173157
328	0.6887687247	0.6313173157
329	0.6887587584	0.6313173157
330	0.6887464053	0.6313173157
331	0.6887366645	0.6310116086
332	0.6887234541	0.6303986711
333	0.6887122595	0.6300914381
334	0.6887002469	0.6300914381
335	0.6886845236	0.6303986711
336	0.6886715096	0.6294754371
337	0.6886583474	0.6300914381
338	0.6886467601	0.6307053942
339	0.6886337612	0.6307053942
340	0.6886222547	0.6303986711
341	0.6886080939	0.6303986711
342	0.6885948497	0.6303986711
343	0.6885842359	0.6307053942
344	0.6885691431	0.6307053942
345	0.6885544205	0.6303986711
346	0.6885415172	0.6307053942
347	0.6885286762	0.6310116086
348	0.6885185381	0.6307053942
349	0.6885046238	0.6310116086
350	0.6884930581	0.6303986711
351	0.6884779356	0.6303986711
352	0.6884640136	0.6303986711
353	0.68845391	0.6303986711
354	0.6884410229	0.6303986711
355	0.6884269055	0.6303986711
356	0.6884149023	0.6297836938
357	0.6884003535	0.6297836938
358	0.6883868502	0.6303986711
359	0.6883744783	0.6307053942
360	0.6883602943	0.6307053942
361	0.688347691	0.6303986711
362	0.6883339842	0.6303986711
363	0.6883191565	0.6303986711
364	0.6883038008	0.6303986711
365	0.688290113	0.6303986711
366	0.6882780248	0.6307053942
367	0.6882638287	0.6310116086
368	0.6882505406	0.6303986711
369	0.6882363278	0.6307053942
370	0.6882253044	0.6307053942
371	0.6882102339	0.6310116086
372	0.6881968739	0.6310116086
373	0.6881844994	0.6310116086
374	0.688171742	0.6313173157
375	0.6881603151	0.6310116086
376	0.6881454485	0.6310116086
377	0.6881317305	0.6310116086
378	0.6881194193	0.6307053942
379	0.6881076845	0.6307053942
380	0.6880942444	0.6310116086
381	0.688083479	0.6310116086
382	0.6880710934	0.6310116086
383	0.6880573766	0.6316225166
384	0.6880453113	0.6307053942
385	0.6880315014	0.6307053942
386	0.6880191483	0.6310116086
387	0.6880073856	0.6316225166
388	0.6879928299	0.6316225166
389	0.6879784153	0.6316225166
390	0.6879645857	0.6307053942
391	0.6879505993	0.6307053942
392	0.6879385692	0.6310116086
393	0.6879244775	0.6310116086
394	0.6879114079	0.6310116086
395	0.6878992349	0.6313173157
396	0.6878870596	0.6313173157
397	0.6878726927	0.6313173157
398	0.6878595616	0.6313173157
399	0.6878480071	0.6316225166
400	0.6878348709	0.6310116086
401	0.6878184804	0.6316225166
402	0.6878045565	0.6319272126
403	0.6877927796	0.6313173157
404	0.6877785893	0.6316225166
405	0.6877644673	0.6313173157
406	0.6877514857	0.6313173157
407	0.6877404728	0.6313173157
408	0.6877287929	0.6307053942
409	0.6877163381	0.6310116086
410	0.6877049107	0.6310116086
411	0.687690584	0.6313173157
412	0.6876763567	0.6319272126
413	0.6876626879	0.632231405
414	0.6876505933	0.6316225166
415	0.6876383782	0.6313173157
416	0.6876261344	0.6316225166
417	0.6876119986	0.6319272126
418	0.6875971816	0.632231405
419	0.6875864426	0.6319272126
420	0.6875762025	0.6310116086
421	0.6875632339	0.6316225166
422	0.687549736	0.6316225166
423	0.687535831	0.6316225166
424	0.6875230064	0.632231405
425	0.6875131366	0.6319272126
426	0.6874989305	0.6319272126
427	0.6874845047	0.632231405
428	0.6874702629	0.632231405
429	0.6874548006	0.632231405
430	0.6874413084	0.632535095
431	0.6874272425	0.632535095
432	0.6874147858	0.632231405
433	0.6874013599	0.632231405
434	0.6873892722	0.6331409728
435	0.6873745011	0.6328382838
436	0.6873633973	0.6331409728
437	0.6873510508	0.632535095
438	0.6873384131	0.632535095
439	0.6873252417	0.632231405
440	0.6873120348	0.632231405
441	0.6872978215	0.6328382838
442	0.6872839126	0.6331409728
443	0.6872706338	0.6331409728
444	0.6872582329	0.6331409728
445	0.6872464	0.6334431631
446	0.6872321351	0.6334431631
447	0.6872190171	0.6340460526
448	0.6872067588	0.6343467543
449	0.6871939136	0.6343467543
450	0.6871816374	0.6343467543
451	0.6871700886	0.6343467543
452	0.6871562767	0.6343467543
453	0.6871445479	0.6343467543
454	0.6871319659	0.6343467543
455	0.687119276	0.6343467543
456	0.6871057204	0.6343467543
457	0.687094649	0.6343467543
458	0.6870841855	0.6340460526
459	0.6870740564	0.6340460526
460	0.6870620468	0.6340460526
461	0.6870491704	0.6340460526
462	0.6870353041	0.6340460526
463	0.6870232827	0.6340460526
464	0.6870109494	0.6340460526
465	0.6869977526	0.633744856
466	0.6869851065	0.633744856
467	0.6869702855	0.633744856
468	0.6869550816	0.633744856
469	0.6869416363	0.633744856
470	0.686930456	0.6334431631
471	0.6869173567	0.632535095
472	0.6869038217	0.632535095
473	0.686890789	0.632535095
474	0.6868806867	0.632535095
475	0.6868670533	0.632535095
476	0.6868562221	0.632535095
477	0.6868437762	0.632535095
478	0.6868289615	0.632535095
479	0.6868146628	0.632535095
480	0.6868040489	0.6319272126
481	0.6867905709	0.632535095
482	0.6867779781	0.632535095
483	0.6867647157	0.632535095
484	0.6867511084	0.632535095
485	0.6867387867	0.632535095
486	0.6867281394	0.632535095
487	0.6867159642	0.632535095
488	0.6867008143	0.632535095
489	0.6866848687	0.632535095
490	0.6866718703	0.6328382838
491	0.6866572505	0.6340460526
492	0.686644882	0.6340460526
493	0.6866347876	0.6331409728
494	0.6866197475	0.6328382838
495	0.6866078497	0.6331409728
496	0.6865949124	0.6334431631
497	0.6865840871	0.632535095
498	0.6865730826	0.6334431631
499	0.6865612458	0.6328382838
500	0.6865470365	0.6331409728
501	0.6865351214	0.632535095
502	0.6865222849	0.6328382838
503	0.6865107291	0.6334431631
504	0.6864998343	0.632231405
505	0.6864892526	0.632231405
506	0.6864761388	0.6328382838
507	0.6864666868	0.632231405
508	0.6864526573	0.6331409728
509	0.6864394177	0.6334431631
510	0.686426106	0.632535095
511	0.6864117947	0.632231405
512	0.6864001949	0.632231405
513	0.6863871477	0.632535095
514	0.68637716	0.632231405
515	0.6863642614	0.632231405
516	0.6863501134	0.6307053942
517	0.6863389605	0.6313173157
518	0.6863233922	0.6319272126
519	0.6863119549	0.6313173157
520	0.686300867	0.6303986711
521	0.6862886296	0.6303986711
522	0.6862763091	0.6307053942
523	0.686264306	0.6300914381
524	0.6862535658	0.6297836938
525	0.6862423248	0.6297836938
526	0.6862273176	0.6300914381
527	0.6862155916	0.6297836938
528	0.6862025104	0.6303986711
529	0.6861882212	0.6300914381
530	0.6861766975	0.6310116086
531	0.6861660416	0.6300914381
532	0.6861516174	0.6300914381
533	0.6861385034	0.6297836938
534	0.6861226295	0.6297836938
535	0.6861076926	0.6297836938
536	0.6860960801	0.6297836938
537	0.6860826117	0.6297836938
538	0.6860677519	0.6297836938
539	0.6860545035	0.6297836938
540	0.686043949	0.6297836938
541	0.6860300821	0.6300914381
542	0.6860167538	0.6300914381
543	0.6860075627	0.6297836938
544	0.685995829	0.6300914381
545	0.6859857732	0.6300914381
546	0.6859739025	0.6303986711
547	0.6859629346	0.6300914381
548	0.6859518969	0.6300914381
549	0.685940678	0.6300914381
550	0.6859270635	0.6297836938
551	0.6859155702	0.6297836938
552	0.6859016118	0.6297836938
553	0.6858883517	0.6297836938
554	0.6858739662	0.6297836938
555	0.6858635381	0.6297836938
556	0.6858509633	0.6303986711
557	0.6858388155	0.6307053942
558	0.685829029	0.6303986711
559	0.6858154042	0.6303986711
560	0.6858052888	0.6294754371
561	0.6857930856	0.6297836938
562	0.6857813707	0.6297836938
563	0.6857681369	0.6303986711
564	0.6857557208	0.6310116086
565	0.6857420079	0.6313173157
566	0.6857324529	0.6307053942
567	0.6857196156	0.6310116086
568	0.6857069679	0.6313173157
569	0.6856948661	0.6319272126
570	0.6856815799	0.6313173157
571	0.6856717487	0.6307053942
572	0.6856609563	0.6307053942
573	0.6856463054	0.6307053942
574	0.6856338653	0.6307053942
575	0.6856202202	0.6307053942
576	0.6856082408	0.6303986711
577	0.6855951292	0.6307053942
578	0.6855843692	0.6303986711
579	0.6855724457	0.6307053942
580	0.6855576544	0.6307053942
581	0.6855457608	0.6307053942
582	0.6855292977	0.6307053942
583	0.6855152732	0.6307053942
584	0.6855049893	0.6303986711
585	0.6854945777	0.6300914381
586	0.6854833704	0.6297836938
587	0.6854733261	0.6297836938
588	0.6854598058	0.6297836938
589	0.6854459215	0.6297836938
590	0.6854339817	0.6300914381
591	0.685418528	0.6300914381
592	0.6854046635	0.6300914381
593	0.6853909711	0.6300914381
594	0.6853766368	0.6297836938
595	0.6853618075	0.6300914381
596	0.6853484731	0.6307053942
597	0.6853345239	0.6307053942
598	0.6853205673	0.6307053942
599	0.6853076232	0.6319272126
600	0.6852928551	0.6310116086
601	0.6852822808	0.6316225166
602	0.685272616	0.6307053942
603	0.6852620872	0.6310116086
604	0.6852496597	0.6313173157
605	0.6852369866	0.6303986711
606	0.6852242533	0.6307053942
607	0.6852129493	0.6310116086
608	0.685200737	0.6316225166
609	0.6851884182	0.6316225166
610	0.6851771462	0.6310116086
611	0.6851631273	0.6310116086
612	0.6851495553	0.6310116086
613	0.6851348925	0.6316225166
614	0.6851226521	0.6313173157
615	0.685109907	0.6316225166
616	0.6850980826	0.6319272126
617	0.6850858428	0.6316225166
618	0.685075989	0.6310116086
619	0.6850624047	0.6303986711
620	0.685050387	0.6297836938
621	0.6850386546	0.6297836938
622	0.6850248806	0.6300914381
623	0.6850123877	0.6300914381
624	0.6849991891	0.6300914381
625	0.6849834574	0.6307053942
626	0.6849734148	0.6297836938
627	0.6849628791	0.6300914381
628	0.6849489463	0.6303986711
629	0.6849337325	0.6307053942
630	0.6849212655	0.6300914381
631	0.6849096081	0.6300914381
632	0.684896162	0.6303986711
633	0.6848861709	0.6307053942
634	0.6848760974	0.6310116086
635	0.6848613842	0.6313173157
636	0.6848495249	0.6313173157
637	0.6848378038	0.6313173157
638	0.6848264315	0.6307053942
639	0.684813383	0.6310116086
640	0.6848010255	0.6316225166
641	0.6847909405	0.6319272126
642	0.6847774679	0.6319272126
643	0.6847655414	0.6319272126
644	0.684755181	0.6313173157
645	0.6847444001	0.6316225166
646	0.6847349365	0.6313173157
647	0.6847236647	0.6310116086
648	0.6847126591	0.6307053942
649	0.6847016972	0.6307053942
650	0.6846902597	0.6307053942
651	0.6846807238	0.6307053942
652	0.6846688866	0.6303986711
653	0.6846576145	0.6303986711
654	0.684646766	0.6307053942
655	0.6846317583	0.6307053942
656	0.6846203689	0.6307053942
657	0.6846045094	0.6307053942
658	0.6845929298	0.6307053942
659	0.6845816239	0.6310116086
660	0.6845682802	0.6310116086
661	0.6845588931	0.6310116086
662	0.6845477398	0.6310116086
663	0.6845366339	0.6307053942
664	0.6845220784	0.6307053942
665	0.6845122995	0.6303986711
666	0.6844969752	0.6303986711
667	0.6844834698	0.6307053942
668	0.6844709549	0.6307053942
669	0.6844559578	0.6307053942
670	0.6844451813	0.6303986711
671	0.684435766	0.6300914381
672	0.6844197055	0.6300914381
673	0.6844067434	0.6300914381
674	0.6843949032	0.6300914381
675	0.6843856418	0.6297836938
676	0.6843703396	0.6294754371
677	0.684357377	0.6297836938
678	0.6843442431	0.6297836938
679	0.6843326315	0.6297836938
680	0.6843200619	0.6300914381
681	0.6843083288	0.6303986711
682	0.6842935552	0.6303986711
683	0.6842799188	0.6307053942
684	0.6842654594	0.6307053942
685	0.6842545294	0.6310116086
686	0.6842394744	0.6310116086
687	0.6842252039	0.6310116086
688	0.6842120292	0.6310116086
689	0.6842009301	0.6310116086
690	0.6841876485	0.6310116086
691	0.6841748868	0.6310116086
692	0.684164467	0.6310116086
693	0.6841521415	0.6310116086
694	0.684139591	0.6310116086
695	0.6841288108	0.6310116086
696	0.6841150832	0.6310116086
697	0.6841057009	0.6303986711
698	0.6840932309	0.6307053942
699	0.6840820731	0.6307053942
700	0.6840691282	0.6310116086
701	0.684056864	0.6310116086
702	0.6840465896	0.6310116086
703	0.6840358146	0.6303986711
704	0.6840242262	0.6310116086
705	0.6840122026	0.6310116086
706	0.6839992397	0.6310116086
707	0.6839869329	0.6310116086
708	0.683976096	0.6310116086
709	0.6839642152	0.6303986711
710	0.6839525873	0.6310116086
711	0.6839397148	0.6310116086
712	0.6839260026	0.6310116086
713	0.6839136804	0.6310116086
714	0.6839006333	0.6310116086
715	0.6838865264	0.6310116086
716	0.6838740092	0.6310116086
717	0.6838621933	0.6310116086
718	0.6838507217	0.6310116086
719	0.6838405411	0.6310116086
720	0.6838316201	0.6307053942
721	0.6838203144	0.6310116086
722	0.6838087583	0.6303986711
723	0.6837970309	0.6310116086
724	0.6837835056	0.6310116086
725	0.6837730132	0.6303986711
726	0.6837593711	0.6310116086
727	0.6837464282	0.6307053942
728	0.6837345614	0.6310116086
729	0.6837228414	0.6310116086
730	0.6837104156	0.6307053942
731	0.6836994063	0.6307053942
732	0.6836901495	0.6303986711
733	0.6836810325	0.6303986711
734	0.6836661779	0.6303986711
735	0.6836552051	0.6303986711
736	0.6836433851	0.6300914381
737	0.6836305248	0.6303986711
738	0.6836196585	0.6297836938
739	0.6836074705	0.6300914381
740	0.6835988514	0.6297836938
741	0.6835849779	0.6300914381
742	0.683570194	0.6300914381
743	0.6835603879	0.6294754371
744	0.6835452986	0.6294754371
745	0.683534546	0.6297836938
746	0.6835239868	0.6297836938
747	0.6835092595	0.6297836938
748	0.6834969255	0.6297836938
749	0.6834856509	0.6294754371
750	0.6834744859	0.6291666667
751	0.683460366	0.6291666667
752	0.6834452791	0.6291666667
753	0.6834316568	0.6291666667
754	0.6834191996	0.6288573812
755	0.6834072065	0.6291666667
756	0.6833953576	0.6294754371
757	0.683383126	0.6297836938
758	0.6833702461	0.6297836938
759	0.6833572491	0.6297836938
760	0.6833439607	0.6300914381
761	0.6833327244	0.6297836938
762	0.6833211449	0.6297836938
763	0.683307686	0.6297836938
764	0.6832959635	0.6300914381
765	0.6832845237	0.6294754371
766	0.6832722864	0.6297836938
767	0.6832621076	0.6291666667
768	0.6832481738	0.6294754371
769	0.6832366284	0.6300914381
770	0.6832267478	0.6294754371
771	0.683213735	0.6294754371
772	0.6831996735	0.6300914381
773	0.6831908317	0.6291666667
774	0.6831786951	0.6294754371
775	0.6831655328	0.6297836938
776	0.6831543152	0.6300914381
777	0.6831439352	0.6300914381
778	0.6831319531	0.6303986711
779	0.6831180669	0.6300914381
780	0.6831056633	0.6300914381
781	0.6830934283	0.6300914381
782	0.6830811761	0.6300914381
783	0.6830683991	0.6303986711
784	0.6830577283	0.6300914381
785	0.683043445	0.6303986711
786	0.6830306898	0.6303986711
787	0.683017554	0.6303986711
788	0.6830043366	0.6303986711
789	0.6829941048	0.6300914381
790	0.6829847188	0.6300914381
791	0.6829709704	0.6303986711
792	0.6829596556	0.6300914381
793	0.6829482199	0.6303986711
794	0.6829336912	0.6297836938
795	0.6829181911	0.6297836938
796	0.6829060025	0.6303986711
797	0.6828948233	0.6303986711
798	0.6828824279	0.6303986711
799	0.6828695165	0.6303986711
800	0.6828584055	0.6307053942
801	0.6828450059	0.6303986711
802	0.6828334474	0.6307053942
803	0.6828213656	0.6307053942
804	0.6828064577	0.6307053942
805	0.6827946825	0.6307053942
806	0.6827829899	0.6307053942
807	0.6827672475	0.6307053942
808	0.6827574292	0.6307053942
809	0.6827410291	0.6307053942
810	0.682729608	0.6307053942
811	0.6827174106	0.6307053942
812	0.6827061943	0.6307053942
813	0.6826965407	0.6307053942
814	0.6826862081	0.6307053942
815	0.6826734213	0.6307053942
816	0.6826580533	0.6307053942
817	0.6826475353	0.6307053942
818	0.6826357604	0.6307053942
819	0.6826219045	0.6307053942
820	0.6826104011	0.6307053942
821	0.6825998502	0.6307053942
822	0.6825848053	0.6307053942
823	0.6825737215	0.6307053942
824	0.682562024	0.6307053942
825	0.6825513163	0.6307053942
826	0.6825394413	0.6307053942
827	0.682529865	0.6307053942
828	0.6825205576	0.6307053942
829	0.6825104818	0.6307053942
830	0.6824955134	0.6307053942
831	0.682482134	0.6307053942
832	0.6824714472	0.6307053942
833	0.6824586796	0.6307053942
834	0.6824442831	0.6307053942
835	0.6824301085	0.6307053942
836	0.6824165451	0.6307053942
837	0.6824043756	0.6307053942
838	0.682392833	0.6307053942
839	0.6823796249	0.6307053942
840	0.6823650308	0.6307053942
841	0.6823547527	0.6307053942
842	0.6823437132	0.6307053942
843	0.6823315726	0.6307053942
844	0.682320626	0.6307053942
845	0.6823094127	0.6307053942
846	0.6822967655	0.6307053942
847	0.6822862573	0.6307053942
848	0.6822729637	0.6307053942
849	0.6822613486	0.6307053942
850	0.6822493674	0.6307053942
851	0.6822382161	0.6307053942
852	0.6822276203	0.6303986711
853	0.6822147586	0.6303986711
854	0.6822038458	0.6307053942
855	0.6821912817	0.6307053942
856	0.6821794098	0.6307053942
857	0.6821675716	0.6307053942
858	0.6821560035	0.6307053942
859	0.6821445365	0.6307053942
860	0.6821323326	0.6307053942
861	0.6821217748	0.6307053942
862	0.6821113578	0.6307053942
863	0.6820984558	0.6300914381
864	0.6820833234	0.6303986711
865	0.6820689604	0.6303986711
866	0.6820585695	0.6300914381
867	0.6820443422	0.6303986711
868	0.6820320705	0.6303986711
869	0.6820204166	0.6303986711
870	0.6820068748	0.6303986711
871	0.6819956799	0.6303986711
872	0.6819844896	0.6303986711
873	0.681973389	0.6303986711
874	0.6819646018	0.6303986711
875	0.6819540767	0.6300914381
876	0.6819392499	0.6300914381
877	0.6819270334	0.6300914381
878	0.6819136659	0.6300914381
879	0.6819004132	0.6303986711
880	0.6818866347	0.6303986711
881	0.6818756708	0.6303986711
882	0.6818615413	0.6303986711
883	0.6818495023	0.6303986711
