iter	Passed	Remaining
1042	4751	4360
1043	4757	4356
1044	4762	4351
1045	4767	4347
1046	4772	4343
1047	4777	4339
1048	4782	4335
1049	4787	4331
1050	4791	4326
1051	4796	4322
1052	4801	4317
1053	4805	4313
1054	4810	4308
1055	4814	4304
1056	4819	4299
1057	4823	4295
1058	4828	4290
1059	4832	4285
1060	4837	4281
1061	4841	4276
1062	4846	4271
1063	4850	4267
1064	4855	4262
1065	4859	4257
1066	4864	4253
1067	4868	4248
1068	4872	4243
1069	4877	4239
1070	4881	4234
1071	4886	4229
1072	4890	4225
1073	4895	4220
1074	4899	4215
1075	4904	4211
1076	4908	4206
1077	4912	4201
1078	4917	4197
1079	4921	4192
1080	4926	4188
1081	4931	4183
1082	4935	4179
1083	4940	4174
1084	4944	4169
1085	4949	4165
1086	4953	4160
1087	4958	4156
1088	4962	4151
1089	4966	4146
1090	4971	4142
1091	4975	4137
1092	4980	4133
1093	4985	4129
1094	4990	4124
1095	4995	4120
1096	4999	4115
1097	5004	4110
1098	5008	4106
1099	5013	4101
1100	5017	4097
1101	5022	4092
1102	5026	4087
1103	5031	4083
1104	5035	4078
1105	5040	4074
1106	5044	4069
1107	5048	4064
1108	5053	4060
1109	5058	4055
1110	5062	4050
1111	5066	4046
1112	5071	4041
1113	5075	4037
1114	5080	4032
1115	5084	4027
1116	5089	4023
1117	5093	4018
1118	5098	4013
1119	5102	4009
1120	5107	4004
1121	5111	4000
1122	5116	3995
1123	5120	3990
1124	5125	3986
1125	5129	3981
1126	5134	3976
1127	5138	3972
1128	5143	3967
1129	5147	3962
1130	5151	3958
1131	5156	3953
1132	5160	3949
1133	5165	3944
1134	5169	3939
1135	5174	3935
1136	5178	3930
1137	5183	3926
1138	5187	3921
1139	5192	3916
1140	5196	3912
1141	5201	3907
1142	5206	3904
1143	5212	3899
1144	5217	3895
1145	5222	3891
1146	5227	3887
1147	5232	3883
1148	5237	3879
1149	5242	3874
1150	5247	3870
1151	5251	3865
1152	5256	3861
1153	5260	3856
1154	5265	3852
1155	5269	3847
1156	5274	3842
1157	5278	3838
1158	5282	3833
1159	5287	3828
1160	5292	3824
1161	5296	3819
1162	5300	3814
1163	5305	3810
1164	5309	3805
1165	5314	3800
1166	5318	3796
1167	5322	3791
1168	5327	3786
1169	5331	3782
1170	5336	3777
1171	5340	3773
1172	5345	3768
1173	5349	3763
1174	5354	3759
1175	5358	3754
1176	5362	3749
1177	5367	3745
1178	5371	3740
1179	5376	3735
1180	5380	3731
1181	5385	3726
1182	5389	3722
1183	5394	3717
1184	5398	3713
1185	5403	3708
1186	5407	3703
1187	5412	3699
1188	5417	3694
1189	5421	3690
1190	5425	3685
1191	5430	3680
1192	5434	3676
1193	5439	3671
1194	5443	3667
1195	5448	3662
1196	5452	3657
1197	5456	3653
1198	5461	3648
1199	5465	3643
1200	5470	3639
1201	5474	3634
1202	5479	3629
1203	5483	3625
1204	5488	3620
1205	5492	3616
1206	5497	3611
1207	5501	3607
1208	5506	3602
1209	5510	3597
1210	5515	3593
1211	5519	3588
1212	5523	3583
1213	5528	3579
1214	5532	3574
1215	5537	3570
1216	5541	3565
1217	5546	3560
1218	5550	3556
1219	5555	3551
1220	5559	3547
1221	5564	3542
1222	5568	3537
1223	5572	3533
1224	5577	3528
1225	5581	3524
1226	5586	3519
1227	5590	3514
1228	5595	3510
1229	5599	3505
1230	5604	3500
1231	5608	3496
1232	5613	3491
1233	5617	3487
1234	5622	3482
1235	5626	3477
1236	5630	3473
1237	5635	3468
1238	5639	3464
1239	5644	3459
1240	5648	3454
1241	5653	3450
1242	5657	3445
1243	5662	3441
1244	5667	3436
1245	5672	3432
1246	5677	3428
1247	5682	3424
1248	5687	3420
1249	5693	3415
1250	5699	3412
1251	5704	3407
1252	5708	3403
1253	5713	3398
1254	5717	3394
1255	5722	3389
1256	5726	3385
1257	5731	3380
1258	5736	3376
1259	5740	3371
1260	5744	3366
1261	5749	3362
1262	5753	3357
1263	5758	3352
1264	5762	3348
1265	5767	3343
1266	5771	3339
1267	5776	3334
1268	5780	3329
1269	5785	3325
1270	5789	3320
1271	5793	3316
1272	5798	3311
1273	5802	3306
1274	5807	3302
1275	5811	3297
1276	5816	3292
1277	5820	3288
1278	5825	3283
1279	5829	3279
1280	5834	3274
1281	5838	3269
1282	5843	3265
1283	5847	3260
1284	5852	3256
1285	5856	3251
1286	5861	3247
1287	5865	3242
1288	5870	3237
1289	5874	3233
1290	5879	3228
1291	5883	3224
1292	5888	3219
1293	5892	3214
1294	5896	3210
1295	5901	3205
1296	5905	3201
1297	5910	3196
1298	5914	3191
1299	5919	3187
1300	5923	3182
1301	5928	3178
1302	5933	3173
1303	5937	3169
1304	5942	3164
1305	5946	3160
1306	5951	3155
1307	5955	3150
1308	5960	3146
1309	5964	3141
1310	5968	3136
1311	5973	3132
1312	5978	3127
1313	5982	3123
1314	5986	3118
1315	5991	3113
1316	5995	3109
1317	6000	3104
1318	6004	3100
1319	6009	3095
1320	6013	3090
1321	6018	3086
1322	6022	3082
1323	6027	3077
1324	6031	3072
1325	6036	3068
1326	6041	3063
1327	6045	3059
1328	6049	3054
1329	6054	3049
1330	6058	3045
1331	6063	3040
1332	6067	3036
1333	6072	3031
1334	6076	3027
1335	6081	3022
1336	6085	3017
1337	6090	3013
1338	6094	3008
1339	6099	3004
1340	6103	2999
1341	6109	2995
1342	6114	2991
1343	6119	2987
1344	6124	2982
1345	6129	2978
1346	6135	2974
1347	6140	2969
1348	6145	2965
1349	6150	2961
1350	6154	2956
1351	6159	2952
1352	6164	2947
1353	6168	2943
1354	6173	2938
1355	6177	2933
1356	6182	2929
1357	6186	2924
1358	6191	2920
1359	6195	2915
1360	6200	2911
1361	6204	2906
1362	6209	2901
1363	6213	2897
1364	6218	2892
1365	6222	2888
1366	6227	2883
1367	6231	2878
1368	6236	2874
1369	6240	2869
1370	6245	2865
1371	6249	2860
1372	6254	2856
1373	6258	2851
1374	6263	2846
1375	6267	2842
1376	6272	2837
1377	6276	2833
1378	6281	2828
1379	6285	2823
1380	6289	2819
1381	6294	2814
1382	6298	2810
1383	6303	2805
1384	6307	2800
1385	6312	2796
1386	6316	2791
1387	6321	2787
1388	6325	2782
1389	6330	2777
1390	6334	2773
1391	6339	2768
1392	6343	2764
1393	6348	2759
1394	6352	2755
1395	6357	2750
1396	6361	2746
1397	6366	2741
1398	6370	2736
1399	6375	2732
1400	6379	2727
1401	6384	2723
1402	6388	2718
1403	6393	2713
1404	6397	2709
1405	6401	2704
1406	6406	2700
1407	6410	2695
1408	6415	2690
1409	6419	2686
1410	6424	2681
1411	6428	2676
1412	6432	2672
1413	6437	2667
1414	6441	2663
1415	6446	2658
1416	6450	2653
1417	6454	2649
1418	6459	2644
1419	6464	2640
1420	6468	2635
1421	6472	2631
1422	6477	2626
1423	6481	2621
1424	6486	2617
1425	6490	2612
1426	6495	2608
1427	6499	2603
1428	6503	2598
1429	6508	2594
1430	6512	2589
1431	6517	2585
1432	6521	2580
1433	6526	2575
1434	6530	2571
1435	6535	2566
1436	6539	2562
1437	6543	2557
1438	6548	2552
1439	6552	2548
1440	6557	2543
1441	6561	2539
1442	6566	2534
1443	6572	2530
1444	6577	2526
1445	6582	2521
1446	6587	2517
1447	6592	2513
1448	6598	2509
1449	6603	2504
1450	6608	2500
1451	6612	2495
1452	6617	2491
1453	6621	2486
1454	6626	2482
1455	6630	2477
1456	6635	2472
1457	6640	2468
1458	6644	2463
1459	6649	2459
1460	6653	2454
1461	6658	2450
1462	6662	2445
1463	6667	2440
1464	6671	2436
1465	6675	2431
1466	6680	2427
1467	6684	2422
1468	6689	2417
1469	6693	2413
1470	6698	2408
1471	6702	2404
1472	6707	2399
1473	6711	2395
1474	6715	2390
1475	6720	2385
1476	6724	2381
1477	6729	2376
1478	6733	2372
1479	6738	2367
1480	6742	2362
1481	6747	2358
1482	6751	2353
1483	6756	2349
1484	6760	2344
1485	6764	2339
1486	6769	2335
1487	6774	2330
1488	6778	2326
1489	6783	2321
1490	6787	2317
1491	6791	2312
1492	6796	2308
1493	6800	2303
1494	6805	2298
1495	6809	2294
1496	6814	2289
1497	6818	2285
1498	6823	2280
1499	6827	2275
1500	6832	2271
1501	6836	2266
1502	6841	2262
1503	6845	2257
1504	6850	2253
1505	6854	2248
1506	6859	2243
1507	6863	2239
1508	6868	2234
1509	6872	2230
1510	6877	2225
1511	6882	2221
1512	6886	2216
1513	6891	2212
1514	6896	2207
1515	6900	2203
1516	6904	2198
1517	6909	2193
1518	6913	2189
1519	6918	2184
1520	6922	2180
1521	6927	2175
1522	6931	2170
1523	6936	2166
1524	6940	2161
1525	6945	2157
1526	6949	2152
1527	6954	2148
1528	6958	2143
1529	6963	2139
1530	6967	2134
1531	6972	2129
1532	6976	2125
1533	6981	2120
1534	6986	2116
1535	6990	2111
1536	6994	2107
1537	6999	2102
1538	7003	2097
1539	7008	2093
1540	7012	2088
1541	7017	2084
1542	7021	2079
1543	7027	2075
1544	7032	2071
1545	7037	2066
1546	7043	2062
1547	7048	2058
1548	7053	2053
1549	7059	2049
1550	7064	2045
1551	7068	2040
1552	7073	2035
1553	7077	2031
1554	7082	2026
1555	7087	2022
1556	7091	2017
1557	7096	2013
1558	7100	2008
1559	7104	2003
1560	7109	1999
1561	7113	1994
1562	7118	1990
1563	7122	1985
1564	7127	1981
1565	7131	1976
1566	7136	1971
1567	7140	1967
1568	7145	1962
1569	7149	1958
1570	7153	1953
1571	7158	1948
1572	7162	1944
1573	7167	1939
1574	7171	1935
1575	7176	1930
1576	7180	1926
1577	7184	1921
1578	7189	1916
1579	7193	1912
1580	7198	1907
1581	7202	1903
1582	7207	1898
1583	7211	1893
1584	7216	1889
1585	7220	1884
1586	7225	1880
1587	7229	1875
1588	7234	1871
1589	7238	1866
1590	7242	1861
1591	7247	1857
1592	7251	1852
1593	7256	1848
1594	7260	1843
1595	7265	1839
1596	7269	1834
1597	7273	1829
1598	7278	1825
1599	7282	1820
1600	7287	1816
1601	7291	1811
1602	7296	1807
1603	7300	1802
1604	7305	1797
1605	7309	1793
1606	7314	1788
1607	7318	1784
1608	7323	1779
1609	7327	1774
1610	7331	1770
1611	7336	1765
1612	7340	1761
1613	7345	1756
1614	7349	1752
1615	7354	1747
1616	7358	1742
1617	7363	1738
1618	7367	1733
1619	7372	1729
1620	7376	1724
1621	7381	1720
1622	7385	1715
1623	7390	1710
1624	7394	1706
1625	7399	1701
1626	7403	1697
1627	7407	1692
1628	7412	1688
1629	7416	1683
1630	7421	1678
1631	7425	1674
1632	7430	1669
1633	7434	1665
1634	7438	1660
1635	7443	1656
1636	7447	1651
1637	7452	1647
1638	7457	1642
1639	7461	1637
1640	7466	1633
1641	7471	1629
1642	7477	1624
1643	7482	1620
1644	7487	1615
1645	7492	1611
1646	7497	1607
1647	7503	1602
1648	7508	1598
1649	7512	1593
1650	7517	1589
1651	7521	1584
1652	7526	1579
1653	7531	1575
1654	7535	1570
1655	7540	1566
1656	7544	1561
1657	7549	1557
1658	7553	1552
1659	7558	1548
1660	7562	1543
1661	7566	1538
1662	7571	1534
1663	7575	1529
1664	7580	1525
1665	7584	1520
1666	7589	1516
1667	7593	1511
1668	7598	1506
1669	7602	1502
1670	7607	1497
1671	7611	1493
1672	7616	1488
1673	7620	1484
1674	7625	1479
1675	7629	1474
1676	7633	1470
1677	7638	1465
1678	7642	1461
1679	7647	1456
1680	7651	1452
1681	7656	1447
1682	7660	1442
1683	7665	1438
1684	7669	1433
