iter	Precision	Logloss
388	0.5584935897	0.6879042305
389	0.5589414595	0.6878994796
390	0.5576	0.6878929488
391	0.5576	0.6878799766
392	0.5576	0.68787376
393	0.5584935897	0.6878612511
394	0.5584	0.68783229
395	0.5573376103	0.6878259446
396	0.5581395349	0.6878081356
397	0.5581395349	0.6878075153
398	0.5584935897	0.6877981001
399	0.5576	0.6877873614
400	0.5571542766	0.6877793452
401	0.5575079872	0.6877759129
402	0.5569823435	0.6877593261
403	0.5581395349	0.6877363498
404	0.5573376103	0.6877282019
405	0.5588470777	0.6877123758
406	0.5588470777	0.6876885056
407	0.5589414595	0.6876745308
408	0.5588470777	0.6876686765
409	0.5597433841	0.6876601449
410	0.5593900482	0.6876515552
411	0.5597433841	0.6876265662
412	0.5597433841	0.6876223337
413	0.5590361446	0.6876164086
414	0.5590361446	0.6876054593
415	0.5590361446	0.6875976586
416	0.5590361446	0.6875926857
417	0.5590361446	0.6875758483
418	0.5589414595	0.6875693423
419	0.5593900482	0.6875496625
420	0.5597433841	0.687535618
421	0.5597433841	0.6875243355
422	0.5600961538	0.6875150962
423	0.5596477182	0.6875011433
424	0.5597433841	0.6874916631
425	0.5592948718	0.687485942
426	0.5592948718	0.6874799197
427	0.5597433841	0.6874664051
428	0.5597433841	0.687460828
429	0.5597433841	0.6874572564
430	0.5592948718	0.6874202083
431	0.5597433841	0.6874103548
432	0.5597433841	0.6874074753
433	0.5597433841	0.6874027035
434	0.5593900482	0.6873901296
435	0.5592948718	0.6873766603
436	0.5589414595	0.6873682154
437	0.5593900482	0.6873544066
438	0.5592948718	0.6873458961
439	0.5596477182	0.6873258422
440	0.5592	0.6873196512
441	0.5589414595	0.6873077477
442	0.5596477182	0.6872989617
443	0.56	0.6872890346
444	0.56	0.6872804608
445	0.5592	0.687276825
446	0.5594573025	0.6872668417
447	0.5599041534	0.6872473202
448	0.56	0.6872360798
449	0.5596477182	0.6872154884
450	0.5596477182	0.6872075915
451	0.5600961538	0.687205841
452	0.5595523581	0.6871973605
453	0.5587529976	0.6871866608
454	0.5595523581	0.6871823875
455	0.5595523581	0.6871703323
456	0.5592	0.6871548004
457	0.5592	0.6871543437
458	0.56	0.6871371387
459	0.5596477182	0.6871276839
460	0.5596477182	0.6871107286
461	0.5584935897	0.6871028026
462	0.5595523581	0.6870937515
463	0.5584935897	0.6870845365
464	0.5592948718	0.6870785985
465	0.5599041534	0.6870691934
466	0.5599041534	0.6870647531
467	0.5596477182	0.6870582246
468	0.5589414595	0.6870338101
469	0.5584935897	0.6870127476
470	0.5588470777	0.686998468
471	0.5588470777	0.6869885174
472	0.5589414595	0.686970598
473	0.5589414595	0.6869560476
474	0.5592948718	0.6869471598
475	0.5589414595	0.6869402348
476	0.5592948718	0.6869316228
477	0.5592948718	0.6869236743
478	0.5592948718	0.686905604
479	0.5592948718	0.6868975795
480	0.5588470777	0.6868867999
481	0.5584	0.6868751359
482	0.5580464371	0.6868661925
483	0.5592948718	0.6868567703
484	0.5597433841	0.6868463424
485	0.5588470777	0.6868306569
486	0.5592948718	0.6868167271
487	0.5595523581	0.6868059667
488	0.5595523581	0.6868040391
489	0.5595523581	0.6867963676
490	0.5595523581	0.6867836136
491	0.5595523581	0.6867659824
492	0.5605453087	0.6867587971
493	0.5605453087	0.6867512608
494	0.5605453087	0.6867344375
495	0.5605453087	0.6867237592
496	0.5601926164	0.686721592
497	0.5597433841	0.6866975203
498	0.5589414595	0.6866881477
499	0.5585874799	0.6866680271
500	0.5585874799	0.6866627801
501	0.5585874799	0.6866559267
502	0.5585874799	0.6866480177
503	0.5581395349	0.6866333877
504	0.5580464371	0.6866080676
505	0.5597433841	0.6865969281
506	0.5597433841	0.6865919126
507	0.5592	0.6865878414
508	0.5597433841	0.6865768401
509	0.5596477182	0.686565883
510	0.5596477182	0.6865562589
511	0.5592948718	0.6865419662
512	0.5585874799	0.6865384038
513	0.5581395349	0.6865299182
514	0.5592948718	0.6865215955
515	0.5596477182	0.686520213
516	0.5597433841	0.6865133351
517	0.5592948718	0.6865091799
518	0.5596477182	0.6864948459
519	0.5592948718	0.6864824496
520	0.5592948718	0.6864808473
521	0.5588470777	0.6864726002
522	0.5592948718	0.6864680213
523	0.5592948718	0.6864623526
524	0.5592948718	0.6864619983
525	0.5597433841	0.6864581885
526	0.5597433841	0.6864454418
527	0.5584	0.6864405502
528	0.5584	0.6864285629
529	0.5579536371	0.6864203073
530	0.5583067093	0.6864150674
531	0.5587529976	0.6864101394
532	0.5587529976	0.6864028185
533	0.5579536371	0.6863885319
534	0.5576	0.6863782315
535	0.5576	0.6863707187
536	0.5576	0.6863667044
537	0.5588470777	0.6863576059
538	0.5580464371	0.6863445649
539	0.5584	0.6863277171
540	0.5592948718	0.6863164657
541	0.5592948718	0.6863070481
542	0.5588470777	0.6862974359
543	0.5592948718	0.6862864053
544	0.5588470777	0.6862728419
545	0.5588470777	0.6862661472
546	0.5581395349	0.6862589769
547	0.5589414595	0.6862392012
548	0.5589414595	0.6862363149
549	0.5585874799	0.6862314881
550	0.5584935897	0.6862285801
551	0.5582329317	0.6862174862
552	0.5585874799	0.6862134822
553	0.558681672	0.6862083893
554	0.5591311344	0.686195458
555	0.5591311344	0.6861924642
556	0.5594855305	0.6861906271
557	0.5594855305	0.6861867246
558	0.5594855305	0.6861784898
559	0.5590361446	0.6861769318
560	0.5590361446	0.6861617726
561	0.5590361446	0.6861598898
562	0.5590361446	0.686153074
563	0.5581395349	0.6861428762
564	0.5576923077	0.6861320037
565	0.5576923077	0.6861238872
566	0.5572457966	0.6861071693
567	0.5590361446	0.6861000976
568	0.5581395349	0.6860963057
569	0.5581395349	0.6860910568
570	0.5581395349	0.6860840106
571	0.5581395349	0.6860720504
572	0.5584935897	0.6860594954
573	0.5581395349	0.6860567357
574	0.5584935897	0.6860516295
575	0.5588470777	0.6860437959
576	0.5584935897	0.6860392973
577	0.5576923077	0.6860252482
578	0.5584935897	0.6860181615
579	0.5580464371	0.6860146591
580	0.5584935897	0.6860083695
581	0.5589414595	0.6859998152
582	0.5589414595	0.6859879738
583	0.5589414595	0.6859871084
584	0.5594855305	0.6859817397
585	0.5590361446	0.6859722982
586	0.5590361446	0.6859631479
587	0.5590361446	0.6859560415
588	0.5590361446	0.6859419483
589	0.5585874799	0.6859357312
590	0.5585874799	0.6859218933
591	0.5585874799	0.6859174729
592	0.5585874799	0.68591467
593	0.5585874799	0.6859056962
594	0.5590361446	0.6858986321
595	0.5590361446	0.6858851072
596	0.5590361446	0.6858827691
597	0.5590361446	0.6858788308
598	0.5590361446	0.6858763795
599	0.5585874799	0.6858727594
600	0.5582329317	0.6858592137
601	0.5594855305	0.6858505223
602	0.5594855305	0.6858502888
603	0.5587761675	0.6858411519
604	0.5591311344	0.685833727
605	0.5587761675	0.6858178315
606	0.5591311344	0.685815479
607	0.5591311344	0.6858089429
608	0.5596774194	0.6857985004
609	0.5593220339	0.6857948709
610	0.5593220339	0.6857589901
611	0.5593220339	0.685757594
612	0.5597738288	0.6857521171
613	0.5602263541	0.6857502319
614	0.5601291364	0.6857357078
615	0.560483871	0.6857281486
616	0.5602263541	0.685715807
617	0.5597738288	0.6857152529
618	0.560483871	0.6857056393
619	0.5601291364	0.6857043335
620	0.560483871	0.6856924424
621	0.5593220339	0.6856813445
622	0.5601291364	0.6856783946
623	0.5597738288	0.6856705087
624	0.5593220339	0.6856683198
625	0.5606796117	0.6856555212
626	0.5602263541	0.6856432085
627	0.5597738288	0.6856342261
628	0.5601291364	0.6856323168
629	0.5601291364	0.685628616
630	0.560483871	0.6856280593
631	0.5597738288	0.6856153478
632	0.560483871	0.6856029191
633	0.560483871	0.6855951497
634	0.5602263541	0.6855882697
635	0.5602263541	0.6855806778
636	0.5598705502	0.6855746741
637	0.5604217356	0.6855619218
638	0.5604217356	0.6855485353
639	0.5603238866	0.6855397912
640	0.5599675851	0.6855311188
641	0.5604217356	0.6854994142
642	0.5604217356	0.685495153
643	0.5604217356	0.6854884378
644	0.5599675851	0.6854820464
645	0.5599675851	0.6854791721
646	0.5602263541	0.6854727444
647	0.5598705502	0.6854557244
648	0.5598705502	0.6854433838
649	0.5603238866	0.6854349409
650	0.5603238866	0.6854148694
651	0.5599675851	0.685401168
652	0.5599675851	0.6853928364
653	0.55951417	0.685382751
654	0.55951417	0.6853780101
655	0.5599675851	0.6853729629
656	0.5599675851	0.6853685903
657	0.55951417	0.6853565427
658	0.5599675851	0.6853460467
659	0.5599675851	0.6853452525
660	0.5599675851	0.6853309129
661	0.5603238866	0.6853206331
662	0.5603238866	0.6853146639
663	0.5603238866	0.6853142441
664	0.5603238866	0.685309669
665	0.5603238866	0.6852968177
666	0.5602263541	0.6852821262
667	0.5602263541	0.6852797935
668	0.5602263541	0.6852739921
669	0.5602263541	0.6852724707
670	0.5605815832	0.6852706957
671	0.5605815832	0.685267132
672	0.5606796117	0.6852571496
673	0.5610347615	0.6852530852
674	0.5610347615	0.6852424917
675	0.5605815832	0.6852395314
676	0.5601291364	0.6852375057
677	0.5597738288	0.68522545
678	0.5602263541	0.6852237736
679	0.5594179466	0.685220167
680	0.5598705502	0.6852085243
681	0.5598705502	0.685200419
682	0.5598705502	0.6851934356
683	0.5603238866	0.6851845108
684	0.5603238866	0.685182239
685	0.5599675851	0.6851757676
686	0.5603238866	0.6851668575
687	0.5606796117	0.685161512
688	0.5606796117	0.6851558163
689	0.5610347615	0.6851481291
690	0.5606796117	0.6851401078
691	0.5610347615	0.6851366823
692	0.5603238866	0.6851285274
693	0.5603238866	0.685112205
694	0.5603238866	0.6851024347
695	0.5599675851	0.6850911926
696	0.5599675851	0.6850779133
697	0.5602263541	0.6850705039
698	0.5602263541	0.685066242
699	0.5602263541	0.6850635809
700	0.5599675851	0.6850536333
701	0.55951417	0.685040634
702	0.5599675851	0.6850255732
703	0.5599675851	0.6850216342
704	0.55951417	0.6850056843
705	0.5598705502	0.6849992026
706	0.5590614887	0.6849941953
707	0.5598705502	0.6849794533
708	0.5590614887	0.6849775538
709	0.5594179466	0.6849690256
710	0.5591572123	0.6849630156
711	0.5589660743	0.6849538296
712	0.5581583199	0.6849478684
713	0.5581583199	0.6849411159
714	0.5582524272	0.6849288637
715	0.5586095392	0.684921151
716	0.5582524272	0.6849139959
717	0.5569927243	0.6849076917
718	0.5573505654	0.6849009948
719	0.5569927243	0.6848843269
720	0.5569927243	0.6848774117
721	0.5588952071	0.6848669265
722	0.5592532468	0.6848565235
723	0.5588952071	0.6848523297
724	0.5583468395	0.6848461368
725	0.5583468395	0.6848333292
726	0.5582524272	0.6848230206
727	0.5583468395	0.6848149874
728	0.5583468395	0.6848081336
729	0.5587044534	0.6848014252
730	0.5587044534	0.6847890258
731	0.5582524272	0.6847817803
732	0.5587044534	0.6847763523
733	0.5583468395	0.6847720391
734	0.5583468395	0.6847638966
735	0.5583468395	0.6847623594
736	0.5583468395	0.6847617469
737	0.5583468395	0.6847600864
738	0.5587996756	0.6847509758
739	0.5583468395	0.6847450002
740	0.5583468395	0.6847360092
741	0.5587996756	0.684727005
742	0.5584415584	0.6847185573
743	0.5584415584	0.6847136195
744	0.5584415584	0.6847054894
745	0.5583468395	0.6847015116
746	0.5587044534	0.6846967492
747	0.5591572123	0.6846915435
748	0.5591572123	0.6846898363
749	0.5587044534	0.6846818912
750	0.5596107056	0.6846763135
751	0.5587044534	0.6846654794
752	0.5591572123	0.6846625569
753	0.5587044534	0.6846554886
754	0.5591572123	0.6846474271
755	0.5582524272	0.6846429907
756	0.5582524272	0.6846297885
757	0.5578947368	0.6846270983
758	0.5578947368	0.6846220988
759	0.5578947368	0.6846132359
760	0.5583468395	0.6846052145
761	0.5587996756	0.6845973566
762	0.5592532468	0.6845852974
763	0.5592532468	0.6845834806
764	0.5597075548	0.6845722582
765	0.5592532468	0.684555597
766	0.5597075548	0.6845479365
767	0.5588952071	0.6845451168
768	0.5588952071	0.6845297656
769	0.5588952071	0.6845249486
770	0.5588952071	0.6845100429
771	0.5588952071	0.6845039185
772	0.5584415584	0.6845025335
773	0.5588952071	0.6844990135
774	0.5588952071	0.6844916119
775	0.5580828595	0.6844787292
776	0.5588952071	0.6844746692
777	0.5588952071	0.6844685351
778	0.5593495935	0.6844589657
779	0.5588952071	0.6844480241
780	0.5585365854	0.6844349763
781	0.5585365854	0.6844305749
782	0.5585365854	0.684424581
783	0.5593495935	0.6844185363
784	0.5590872046	0.6844068918
785	0.5590872046	0.6844056629
786	0.5590872046	0.6844032885
787	0.5594462541	0.6844021781
788	0.5598047193	0.6843926075
789	0.5598047193	0.6843841016
790	0.5594462541	0.6843758559
791	0.5594462541	0.6843711582
792	0.5594462541	0.6843665784
793	0.5594462541	0.6843612583
794	0.5594462541	0.6843520261
795	0.5594462541	0.684346074
796	0.5599022005	0.6843432678
797	0.5594462541	0.6843346557
798	0.5594462541	0.6843290219
799	0.5594462541	0.6843249141
800	0.5589910496	0.6843222671
801	0.5594462541	0.6843174679
802	0.5594462541	0.6843173544
803	0.5594462541	0.6843078266
804	0.5594462541	0.6843048134
805	0.5594462541	0.6842980079
806	0.5590872046	0.6842925649
807	0.5586319218	0.6842886654
808	0.5586319218	0.684284408
809	0.5593495935	0.6842705026
810	0.5597075548	0.6842382618
811	0.5592532468	0.6842222638
812	0.5598047193	0.6842149608
813	0.5593495935	0.6842062199
814	0.5589910496	0.6841988889
815	0.5593495935	0.6841942186
816	0.5593495935	0.6841849234
817	0.5597075548	0.6841794057
818	0.5601626016	0.6841759831
819	0.5602605863	0.6841703732
820	0.5606183889	0.6841672935
821	0.5598047193	0.6841608309
822	0.5598047193	0.684158878
823	0.5598047193	0.6841583118
824	0.5602605863	0.6841490274
825	0.5593495935	0.6841410228
826	0.5588952071	0.6841384626
827	0.5593495935	0.6841355262
828	0.5593495935	0.6841281526
829	0.5598047193	0.6841213426
830	0.5602605863	0.6841104555
831	0.5602605863	0.684096156
832	0.5602605863	0.6840869783
833	0.5602605863	0.6840761342
834	0.5602605863	0.6840699537
835	0.5602605863	0.6840663226
836	0.5607171964	0.6840624777
837	0.5607171964	0.6840540455
838	0.5603588907	0.6840385175
839	0.5599022005	0.6840353433
840	0.5603588907	0.6840334582
841	0.5607171964	0.684029252
842	0.5599022005	0.6840175201
843	0.5599022005	0.6840138409
844	0.5603588907	0.6840060395
845	0.5603588907	0.6839921582
846	0.5603588907	0.6839804569
847	0.56	0.6839725532
848	0.56	0.6839676501
849	0.56	0.6839602192
850	0.56	0.6839546251
851	0.5603588907	0.6839460862
852	0.5604575163	0.6839405591
853	0.55954323	0.683926335
854	0.55954323	0.6839237212
855	0.5612745098	0.6839122847
856	0.5612745098	0.6839065262
857	0.5609157809	0.6838986775
858	0.560295324	0.6838882738
859	0.5598360656	0.6838844818
860	0.560295324	0.6838707463
861	0.5607553366	0.6838650344
862	0.5603944125	0.6838530547
863	0.5599343186	0.6838494785
864	0.5607553366	0.6838379635
865	0.560295324	0.6838301428
866	0.5603944125	0.6838240494
867	0.5607553366	0.6838131841
868	0.5607553366	0.6838000471
869	0.560295324	0.6837876923
870	0.5611156686	0.6837795509
871	0.5612161052	0.6837767843
872	0.5611156686	0.683766031
873	0.5607553366	0.6837619488
874	0.5607553366	0.6837567897
875	0.5607553366	0.6837515954
876	0.5607553366	0.6837457297
877	0.5603944125	0.6837429483
878	0.5603944125	0.6837369966
879	0.5603944125	0.6837358553
880	0.5603944125	0.6837277973
881	0.5600328947	0.6837222908
882	0.5603944125	0.6837197915
883	0.5612161052	0.6837161378
884	0.5615763547	0.6837108496
885	0.5616776316	0.6837029823
886	0.5611156686	0.6836977685
