iter	Logloss	Precision
75	0.6758148139	0.6707193516
76	0.675561833	0.6707317073
77	0.6753224975	0.6693548387
78	0.6751402454	0.6683467742
79	0.6749559712	0.6663306452
80	0.6747470153	0.6663316583
81	0.674593648	0.6649899396
82	0.67435808	0.664652568
83	0.6741601462	0.6653225806
84	0.6739203957	0.6653266332
85	0.6737594962	0.663
86	0.6735899462	0.6636726547
87	0.6734292459	0.6643356643
88	0.6731695074	0.6663326653
89	0.67289327	0.6653266332
90	0.6727111224	0.6646586345
91	0.672474959	0.6656686627
92	0.6722548051	0.6656656657
93	0.6720238198	0.669
94	0.6718096298	0.6686626747
95	0.6716377357	0.6679920477
96	0.671500144	0.6673306773
97	0.6713571825	0.6663346614
98	0.6711066588	0.6683217478
99	0.6709376922	0.6673286991
100	0.6707755028	0.6673286991
101	0.6704864169	0.6696517413
102	0.6703174158	0.6699801193
103	0.6701106015	0.6706467662
104	0.6699739163	0.6719840479
105	0.6697398807	0.6729622266
106	0.6695589915	0.6722939424
107	0.6693705828	0.6706231454
108	0.6692214811	0.668644906
109	0.6690786704	0.6709613479
110	0.6687762424	0.6706231454
111	0.6685597762	0.6706231454
112	0.6683445851	0.6712871287
113	0.6681950062	0.6716269841
114	0.6679730435	0.6699604743
115	0.6678310051	0.6709613479
116	0.6676628719	0.668644906
117	0.6674100474	0.6722939424
118	0.6672582827	0.672310757
119	0.6670602136	0.6706467662
120	0.6668239134	0.672310757
121	0.6666588099	0.671641791
122	0.6664713625	0.6729810568
123	0.6663354015	0.6719681909
124	0.6662096903	0.6733067729
125	0.6660128464	0.6743027888
126	0.6659012057	0.6736111111
127	0.6656597705	0.6732869911
128	0.6655370445	0.6726190476
129	0.6653897267	0.6726190476
130	0.6652230562	0.6732869911
131	0.6650210016	0.6749750748
132	0.6648336696	0.6763236763
133	0.6646597103	0.6752988048
134	0.6644273604	0.6763236763
135	0.6642053502	0.6773547094
136	0.6639934128	0.6787148594
137	0.6638339876	0.6797188755
138	0.6636936775	0.6796796797
139	0.6635167762	0.6790371113
140	0.6632809564	0.6797188755
141	0.6631626213	0.6793969849
142	0.662976119	0.6783567134
143	0.6627371474	0.6786786787
144	0.6625772283	0.6803607214
145	0.662426813	0.6830985915
146	0.6622427609	0.6817269076
147	0.6621468306	0.6830985915
148	0.6619763093	0.6796796797
149	0.6617879329	0.6793206793
150	0.6617079878	0.6793587174
151	0.6614909471	0.6790371113
152	0.6612909256	0.6787148594
153	0.6611019289	0.6793969849
154	0.6609422906	0.6790744467
155	0.6606701205	0.6818181818
156	0.660488424	0.6797583082
157	0.6602857286	0.6808080808
158	0.6600606264	0.6807653575
159	0.6599172756	0.6804435484
160	0.6597202746	0.683148335
161	0.6594952441	0.6841574168
162	0.6593446719	0.6862348178
163	0.6591063587	0.6851664985
164	0.6589548976	0.6848484848
165	0.6587650982	0.6844758065
166	0.6585681806	0.6862348178
167	0.6583652465	0.6865520728
168	0.6581637157	0.6865520728
169	0.6579531422	0.6861755802
170	0.6577759587	0.6869300912
171	0.6576006064	0.6872469636
172	0.65745461	0.6900406504
173	0.6572289363	0.687184662
174	0.6571138185	0.6868686869
175	0.657015908	0.6878787879
176	0.6567859553	0.6878787879
177	0.6565619939	0.6878787879
178	0.6564072731	0.6875
179	0.6562641994	0.687184662
180	0.656102743	0.6864919355
181	0.6559280642	0.6861167002
182	0.6557785916	0.6888888889
183	0.6556542215	0.6902834008
184	0.6554684804	0.6898989899
185	0.6552866126	0.6894472362
186	0.6551571777	0.6887550201
187	0.654963262	0.6894472362
188	0.6548163624	0.6898288016
189	0.6546339724	0.6874371859
190	0.6543696724	0.6891348089
191	0.6541961167	0.6884422111
192	0.65403688	0.6891348089
193	0.6538017423	0.6904522613
194	0.6536122077	0.6907630522
195	0.6534584473	0.6907630522
196	0.6532742549	0.6940822467
197	0.6531345159	0.6931589537
198	0.6530033863	0.6924623116
199	0.6528694199	0.6927710843
200	0.6526613807	0.6917670683
201	0.6525130806	0.6917670683
202	0.6523099124	0.6924623116
203	0.6521741708	0.6913827655
204	0.652043538	0.6910732197
205	0.6518855265	0.6920762287
206	0.6517132648	0.6930792377
207	0.6515059779	0.6924623116
208	0.6513564194	0.6927710843
209	0.6511907043	0.6941649899
210	0.6509918406	0.6950852558
211	0.6508318047	0.6934673367
212	0.6506267371	0.6937751004
213	0.6505335082	0.6933867735
214	0.6503906474	0.6930792377
215	0.6503077256	0.6927710843
216	0.6501867988	0.6934673367
217	0.6500796441	0.6937751004
218	0.6498951738	0.6934673367
219	0.6496959089	0.6944723618
220	0.6495123649	0.6915322581
221	0.6493422168	0.6922300706
222	0.6491108953	0.6932391524
223	0.6488653026	0.6951710262
224	0.6487379238	0.6941649899
225	0.6486187183	0.6948640483
226	0.6484457627	0.6931589537
227	0.6483249644	0.6948640483
228	0.6482021539	0.6945564516
229	0.6479763675	0.6955645161
230	0.6478309647	0.6962663976
231	0.647652195	0.6962663976
232	0.6473850508	0.6954773869
233	0.6472204813	0.6947791165
234	0.6470987815	0.6930792377
235	0.6469334722	0.6940822467
236	0.6466930298	0.6947791165
237	0.64653418	0.6953907816
238	0.6464146385	0.6950852558
239	0.6462687343	0.6967871486
240	0.646109127	0.6974874372
241	0.6460291092	0.6998992951
242	0.6458205176	0.6988922457
243	0.6456890329	0.6975806452
244	0.6455880939	0.698989899
245	0.6454841603	0.6985887097
246	0.64533839	0.6981891348
247	0.6452369893	0.6975806452
248	0.64507871	0.6988922457
249	0.6448931968	0.7
250	0.6447059768	0.7024291498
251	0.6445836574	0.7024291498
252	0.6444576637	0.7011144883
253	0.6442827725	0.701010101
254	0.6441804852	0.7013118063
255	0.6440677067	0.702020202
256	0.6438996379	0.702320888
257	0.6436292481	0.7026209677
258	0.6434210108	0.701010101
259	0.643252704	0.702320888
260	0.6431128035	0.7026209677
261	0.6430251763	0.7016129032
262	0.6428762158	0.7026209677
263	0.642758167	0.7026209677
264	0.6426079888	0.703030303
265	0.6423760629	0.7026209677
266	0.6421984439	0.704752275
267	0.6420092235	0.705465587
268	0.6418343312	0.7034412955
269	0.6416643232	0.7034412955
270	0.6415046917	0.7037411527
271	0.6413381379	0.7034412955
272	0.6412208762	0.7051671733
273	0.641086365	0.704040404
274	0.6409146614	0.7044534413
275	0.6407798512	0.7031408308
276	0.6406538143	0.7031408308
277	0.6404981468	0.7034412955
278	0.6403507794	0.7024291498
279	0.6401819398	0.7044534413
280	0.6400823273	0.704752275
281	0.6399703855	0.7061803445
282	0.6397972898	0.7068965517
283	0.6397099537	0.7061803445
284	0.6395604301	0.7061803445
285	0.6394810774	0.705465587
286	0.6393190256	0.705465587
287	0.6391521916	0.7071935157
288	0.6389809693	0.7058823529
289	0.6388183314	0.7057633974
290	0.6386082939	0.7076142132
291	0.6384635614	0.7086294416
292	0.6383663891	0.7093495935
293	0.6382076069	0.7089249493
294	0.6380942603	0.7106598985
295	0.6379166307	0.7116751269
296	0.637759502	0.7128309572
297	0.6376125996	0.7121057986
298	0.6375010941	0.7118126273
299	0.6373185217	0.712398374
300	0.6371823451	0.7128309572
301	0.6369745923	0.7128309572
302	0.6368369616	0.7113821138
303	0.6366862359	0.7131230926
304	0.636566265	0.7138492872
305	0.636438456	0.7134146341
306	0.6363214087	0.7126903553
307	0.6361881537	0.7134146341
308	0.635990504	0.7155963303
309	0.635836117	0.7160367722
310	0.6356554537	0.7185261003
311	0.6355242584	0.7148676171
312	0.6354030679	0.7155963303
313	0.6352968113	0.7145769623
314	0.6351110754	0.7153061224
315	0.6349443669	0.7142857143
316	0.6347935785	0.7150153218
317	0.634704131	0.7142857143
318	0.6346141761	0.7150153218
319	0.6345224484	0.7142857143
320	0.6343427292	0.7148676171
321	0.6342041519	0.7155963303
322	0.6340909936	0.7160367722
323	0.6339929025	0.7142857143
324	0.6339214423	0.7153061224
325	0.6338207045	0.7167689162
326	0.6336389793	0.7163265306
327	0.6334905388	0.7163265306
328	0.6333580604	0.715885947
329	0.6332064572	0.7155963303
330	0.6330718812	0.715885947
331	0.6328726085	0.7147208122
332	0.6326930806	0.7147208122
333	0.6325337649	0.7147208122
334	0.6323848628	0.7151576806
335	0.6322343934	0.7137055838
336	0.6320720416	0.7154471545
337	0.632009919	0.7157360406
338	0.6319044595	0.7160243408
339	0.6317944108	0.716751269
340	0.6317246749	0.7174796748
341	0.6315888627	0.7170385396
342	0.631427654	0.7183383992
343	0.6312943976	0.7183383992
344	0.6311587767	0.7164480323
345	0.6310626747	0.7144298688
346	0.630875437	0.7161616162
347	0.6307682947	0.7154389506
348	0.6306280109	0.7154389506
349	0.6304627155	0.717325228
350	0.6302940743	0.7183383992
351	0.6300660454	0.7197969543
352	0.629953403	0.7193515704
353	0.6298130887	0.7193515704
354	0.6297519267	0.7183383992
355	0.6295511147	0.7190669371
356	0.6293689864	0.7197969543
357	0.6291759955	0.7197969543
358	0.629027677	0.7218274112
359	0.6288752197	0.7221095335
360	0.6287053691	0.7210953347
361	0.6285704298	0.7213779129
362	0.6283911649	0.7213779129
363	0.6283352243	0.7221095335
364	0.6280740585	0.7213779129
365	0.6278954911	0.7226720648
366	0.6277270353	0.7229524772
367	0.6275792497	0.7229524772
368	0.6274534641	0.7236842105
369	0.6273100792	0.7219413549
370	0.6271262615	0.7236842105
371	0.6269944708	0.7251521298
372	0.6268796629	0.7248730964
373	0.6267703936	0.7248730964
374	0.626606568	0.7253306205
375	0.6264945578	0.7260692464
376	0.6263885723	0.7253306205
377	0.6262100268	0.7263479145
378	0.6261225019	0.7256097561
379	0.625982279	0.7248730964
380	0.6258344474	0.7248730964
381	0.6257352775	0.7248730964
382	0.6254742228	0.7248730964
383	0.6253506912	0.7258883249
384	0.6252430346	0.7266260163
385	0.6251262759	0.7276422764
386	0.6249940033	0.7261663286
387	0.6248737165	0.7283825025
388	0.6247133058	0.7276422764
389	0.6245490239	0.7271805274
390	0.6244509403	0.7271805274
391	0.6243066322	0.7261663286
392	0.6242024319	0.7281947262
393	0.6241166374	0.726443769
394	0.623992008	0.7283825025
395	0.6238563226	0.7286585366
396	0.6236621821	0.7295918367
397	0.6235547628	0.7301425662
398	0.6234668611	0.7293997965
399	0.6233347491	0.7298674822
400	0.62319745	0.7306122449
401	0.6231184863	0.7303370787
402	0.6229548821	0.7306122449
403	0.6227484434	0.7311608961
404	0.6226079657	0.7306122449
405	0.6224992148	0.7301425662
406	0.6223703401	0.7304170905
407	0.6221859528	0.7302231237
408	0.6220163853	0.7317073171
409	0.6218866252	0.7306910569
410	0.6217742238	0.7314343845
411	0.6215975041	0.730964467
412	0.6215128643	0.7327235772
413	0.6213721943	0.7327235772
414	0.6212770622	0.7334689725
415	0.6211160711	0.7351738241
416	0.6209126922	0.7351738241
417	0.6207335818	0.7358684481
418	0.6205750861	0.7379239466
419	0.62039559	0.7381930185
420	0.620225486	0.7373841401
421	0.6201357036	0.7371134021
422	0.6200083782	0.737654321
423	0.6198872251	0.7371134021
424	0.6197454649	0.737654321
425	0.6196040658	0.7371134021
426	0.6194676148	0.7381443299
427	0.6193346831	0.7358684481
428	0.6192015083	0.7351129363
429	0.6191202859	0.7351129363
430	0.6189746624	0.7351129363
431	0.6188922986	0.7353846154
432	0.6187721838	0.7371663244
433	0.618668336	0.7371663244
434	0.618535199	0.7381930185
435	0.6184409787	0.7374358974
436	0.6183257699	0.7374358974
437	0.6182293998	0.7374358974
438	0.6181094732	0.7381930185
439	0.6179636618	0.7374358974
440	0.617845281	0.7379733879
441	0.6176989284	0.7394871795
442	0.6174997726	0.7410071942
443	0.6172745973	0.7407786885
444	0.6172188402	0.7422997947
445	0.6170677351	0.7415384615
446	0.6169423059	0.7425641026
447	0.6167919332	0.7438271605
448	0.6166629019	0.7453608247
449	0.6165290676	0.7458677686
450	0.6163820634	0.7440660475
451	0.6162442615	0.7445932029
452	0.616073788	0.7435633368
453	0.6159883555	0.7435633368
454	0.6158167184	0.7435633368
455	0.6157567169	0.7443298969
456	0.6156316912	0.7435633368
457	0.6154552239	0.7450980392
458	0.6152845333	0.7448559671
459	0.6150962504	0.746130031
460	0.6149502828	0.7471620227
461	0.614827404	0.7474226804
462	0.6147385196	0.7471620227
463	0.6146945513	0.7479338843
464	0.6145857558	0.7481940144
465	0.6144331733	0.7458847737
466	0.6143000908	0.7466529351
467	0.6142254516	0.7451181912
468	0.6140708075	0.7458847737
469	0.613944731	0.7458847737
470	0.6137652412	0.7461459404
471	0.6136097889	0.7461459404
472	0.6133863665	0.7461459404
473	0.6131801044	0.7458847737
474	0.6130914608	0.7451181912
475	0.6129588098	0.7463917526
476	0.6127999883	0.7474226804
477	0.6127051671	0.7479423868
478	0.6125609007	0.7479423868
479	0.6124761933	0.7494845361
480	0.6123139051	0.7487126674
481	0.6122136046	0.7487126674
482	0.6120854591	0.7505154639
483	0.6119938888	0.7507723996
484	0.6119255077	0.7507723996
485	0.6117960517	0.7507723996
486	0.6116672782	0.7512899897
487	0.6115607674	0.7520661157
488	0.6114338197	0.7512899897
489	0.6113036883	0.7520661157
490	0.611247158	0.7510330579
491	0.6110795691	0.7505154639
492	0.6108499262	0.7512899897
493	0.610721378	0.7502579979
494	0.6106181616	0.7510330579
495	0.6104866844	0.7510330579
496	0.6103863154	0.7510330579
497	0.6102861983	0.7510330579
498	0.610132843	0.7510330579
499	0.6099923992	0.7510330579
