iter	Logloss
1513	0.6799415002
1514	0.6799313472
1515	0.6799305256
1516	0.6799268869
1517	0.6799147386
1518	0.6799126258
1519	0.6799099262
1520	0.6799039401
1521	0.67989813
1522	0.6798935523
1523	0.6798934937
1524	0.6798876249
1525	0.6798854534
1526	0.6798796434
1527	0.6798630934
1528	0.6798593961
1529	0.6798575768
1530	0.6798562857
1531	0.6798548772
1532	0.6798511212
1533	0.679846837
1534	0.6798466609
1535	0.679840264
1536	0.6798380925
1537	0.6798318129
1538	0.6798285851
1539	0.6798240662
1540	0.6798227163
1541	0.6798202515
1542	0.6798114483
1543	0.6798078684
1544	0.6798072228
1545	0.6798045819
1546	0.6797923748
1547	0.6797920814
1548	0.6797876211
1549	0.6797855084
1550	0.679781635
1551	0.6797754141
1552	0.6797709538
1553	0.6797687237
1554	0.6797659654
1555	0.6797654959
1556	0.6797602727
1557	0.6797535236
1558	0.6797448965
1559	0.6797326308
1560	0.679724708
1561	0.6797244732
1562	0.6797224778
1563	0.6797136747
1564	0.6797126183
1565	0.6797101534
1566	0.6797067495
1567	0.679698768
1568	0.6796955989
1569	0.679694073
1570	0.6796889085
1571	0.6796830397
1572	0.6796775231
1573	0.679677171
1574	0.6796716543
1575	0.6796695416
1576	0.6796534612
1577	0.6796509963
1578	0.6796450688
1579	0.6796428974
1580	0.6796416063
1581	0.6796392588
1582	0.6796367939
1583	0.6796285776
1584	0.6796256432
1585	0.6796225915
1586	0.6796163706
1587	0.6796089759
1588	0.6795994685
1589	0.6795965341
1590	0.6795913109
1591	0.6795853835
1592	0.679580219
1593	0.679576463
1594	0.679572707
1595	0.679571768
1596	0.6795696552
1597	0.6795629648
1598	0.6795540443
1599	0.6795493493
1600	0.6795484103
1601	0.6795452411
1602	0.6795335036
1603	0.6795272827
1604	0.6795204749
1605	0.6795154278
1606	0.6795085027
1607	0.6795047467
1608	0.6795019296
1609	0.6795011667
1610	0.6794944176
1611	0.6794916006
1612	0.6794893118
1613	0.6794884315
1614	0.6794822106
1615	0.6794779264
1616	0.6794746986
1617	0.6794711773
1618	0.6794697688
1619	0.6794649564
1620	0.6794599093
1621	0.6794596745
1622	0.6794518104
1623	0.6794501085
1624	0.679446998
1625	0.6794428899
1626	0.679437784
1627	0.6794283353
1628	0.6794185345
1629	0.6794153067
1630	0.6794130765
1631	0.6793968201
1632	0.6793923011
1633	0.6793903057
1634	0.6793854934
1635	0.6793793311
1636	0.6793737558
1637	0.6793660091
1638	0.6793631334
1639	0.6793605511
1640	0.6793591426
1641	0.6793541541
1642	0.6793492831
1643	0.6793427687
1644	0.6793327918
1645	0.6793287424
1646	0.6793239887
1647	0.6793203501
1648	0.6793171809
1649	0.6793144813
1650	0.6793055608
1651	0.6793035067
1652	0.6793016874
1653	0.679289539
1654	0.6792840224
1655	0.6792770386
1656	0.6792725783
1657	0.6792674725
1658	0.6792657119
1659	0.6792639512
1660	0.6792623667
1661	0.679259491
1662	0.6792590215
1663	0.6792557936
1664	0.6792535048
1665	0.6792482816
1666	0.6792425302
1667	0.6792406522
1668	0.6792392437
1669	0.6792292668
1670	0.6792221069
1671	0.6792189378
1672	0.6792182922
1673	0.6792127756
1674	0.679211954
1675	0.6791993948
1676	0.6791962844
1677	0.6791894766
1678	0.679183021
1679	0.6791779151
1680	0.6791703444
1681	0.6791670579
1682	0.6791628911
1683	0.679154264
1684	0.6791530903
1685	0.6791517991
1686	0.6791489821
1687	0.6791425265
1688	0.6791385357
1689	0.6791359535
1690	0.6791222206
1691	0.6791211642
1692	0.6791195209
1693	0.679117056
1694	0.679115002
1695	0.6791079595
1696	0.6790995671
1697	0.6790967501
1698	0.6790924072
1699	0.6790908813
1700	0.6790814913
1701	0.6790766789
1702	0.6790711623
1703	0.6790617723
1704	0.6790549058
1705	0.6790517367
1706	0.6790502695
1707	0.6790488023
1708	0.6790452224
1709	0.6790411729
1710	0.6790387667
1711	0.6790358323
1712	0.6790337196
1713	0.6790289072
1714	0.6790211017
1715	0.6790206909
1716	0.6790156438
1717	0.6790136484
1718	0.6790084252
1719	0.6790053734
1720	0.6789931664
1721	0.6789895278
1722	0.678985361
1723	0.6789763231
1724	0.6789762644
1725	0.6789747972
1726	0.67897333
1727	0.6789728605
1728	0.6789712172
1729	0.6789636465
1730	0.6789577191
1731	0.6789482704
1732	0.6789348896
1733	0.6789338332
1734	0.6789301946
1735	0.6789279644
1736	0.6789254409
1737	0.6789199829
1738	0.6789158748
1739	0.6789123535
1740	0.67889686
1741	0.6788871178
1742	0.6788830097
1743	0.6788791363
1744	0.6788762606
1745	0.678873737
1746	0.6788644057
1747	0.6788603563
1748	0.6788564829
1749	0.6788504967
1750	0.6788476797
1751	0.6788437477
1752	0.6788409306
1753	0.6788405198
1754	0.6788331252
1755	0.6788294279
1756	0.6788246155
1757	0.6788246742
1758	0.6788215637
1759	0.678821329
1760	0.6788172208
1761	0.6788168687
1762	0.6788156363
1763	0.6788122911
1764	0.6788119976
1765	0.6788096501
1766	0.6788096501
1767	0.678796152
1768	0.6787896963
1769	0.6787785457
1770	0.6787783109
1771	0.6787746136
1772	0.678768334
1773	0.6787614676
1774	0.6787602351
1775	0.6787544837
1776	0.6787524297
1777	0.6787499061
1778	0.6787484976
1779	0.6787409856
1780	0.6787389902
1781	0.6787330041
1782	0.6787315956
1783	0.6787197406
1784	0.6787146935
1785	0.6787116418
1786	0.6787033668
1787	0.6786969112
1788	0.6786858192
1789	0.6786789527
1790	0.6786773682
1791	0.6786673913
1792	0.6786628136
1793	0.6786565927
1794	0.6786524259
1795	0.6786395733
1796	0.6786383996
1797	0.6786331177
1798	0.6786327069
1799	0.6786275423
1800	0.6786139855
1801	0.6786096426
1802	0.6786061214
1803	0.6786029522
1804	0.6785933274
1805	0.6785888672
1806	0.6785853459
1807	0.6785774818
1808	0.6785756038
1809	0.6785696176
1810	0.6785676223
1811	0.6785644531
1812	0.6785591712
1813	0.6785530677
1814	0.6785476685
1815	0.6785479032
1816	0.6785409781
1817	0.6785328205
1818	0.6785234305
1819	0.6785142165
1820	0.6785084651
1821	0.6785067045
1822	0.6785004836
1823	0.6784949083
1824	0.6784933237
1825	0.678480295
1826	0.6784734873
1827	0.6784713745
1828	0.6784668556
1829	0.6784591675
1830	0.6784448477
1831	0.6784359272
1832	0.6784347534
1833	0.6784282391
1834	0.6784265958
1835	0.6784234854
1836	0.6784147996
1837	0.6784061138
1838	0.6783967238
1839	0.6783890944
1840	0.6783816998
1841	0.67837677
1842	0.6783658541
1843	0.6783521212
1844	0.6783510648
1845	0.6783485999
1846	0.6783462524
1847	0.6783421443
1848	0.6783385644
1849	0.6783349257
1850	0.678331111
1851	0.6783258878
1852	0.6783228361
1853	0.6783167912
1854	0.6783147959
1855	0.6782870953
1856	0.6782696064
1857	0.6782653809
1858	0.6782618596
1859	0.6782593947
1860	0.6782585144
1861	0.6782578102
1862	0.6782464247
1863	0.6782420819
1864	0.6782389714
1865	0.6782366239
1866	0.6782332787
1867	0.6782232431
1868	0.6782162006
1869	0.6782063998
1870	0.6782011179
1871	0.6781913757
1872	0.6781835703
1873	0.6781775841
1874	0.6781750019
1875	0.678164086
1876	0.6781607408
1877	0.67816033
1878	0.6781594497
1879	0.6781516442
1880	0.6781501183
1881	0.6781487098
1882	0.6781333336
1883	0.6781276996
1884	0.6781142015
1885	0.6781115018
1886	0.678110915
1887	0.6781002925
1888	0.6781001164
1889	0.6780942477
1890	0.678094189
1891	0.6780823341
1892	0.6780809843
1893	0.6780753502
1894	0.6780745286
1895	0.6780632606
1896	0.6780546922
1897	0.6780518165
1898	0.6780503493
1899	0.6780375554
1900	0.6780341515
1901	0.6780291044
1902	0.6780235291
1903	0.6780211229
1904	0.6780201839
1905	0.6780188927
1906	0.67801678
1907	0.6780099722
1908	0.6780080942
1909	0.6780015799
1910	0.6779990563
1911	0.6779975304
1912	0.6779799828
1913	0.6779764029
1914	0.6779707102
1915	0.6779671889
1916	0.6779632568
1917	0.677961731
1918	0.6779564491
1919	0.6779566251
1920	0.6779481154
1921	0.6779437725
1922	0.6779401339
1923	0.6779373169
1924	0.6779322111
1925	0.6779184195
1926	0.6779129028
1927	0.677906858
1928	0.6779006958
1929	0.6778988178
1930	0.6778875498
1931	0.677885437
1932	0.6778838524
1933	0.6778771034
1934	0.677869474
1935	0.6778669504
1936	0.6778606121
1937	0.6778545086
1938	0.6778535109
1939	0.6778462337
1940	0.6778411865
1941	0.6778402475
1942	0.6778376066
1943	0.6778358459
1944	0.677829449
1945	0.6778283339
1946	0.6778271602
1947	0.677823052
1948	0.6778224652
1949	0.6778185918
1950	0.6778130751
1951	0.6778113732
1952	0.6778022179
1953	0.6778021592
1954	0.6777985793
1955	0.6777975816
1956	0.6777840248
1957	0.6777783321
1958	0.6777777452
1959	0.6777734023
1960	0.6777698223
1961	0.6777694115
1962	0.6777666532
1963	0.6777651273
1964	0.6777617234
1965	0.67774846
1966	0.6777452909
1967	0.6777402438
1968	0.6777382484
1969	0.6777364878
1970	0.6777346098
1971	0.6777278607
1972	0.677724046
1973	0.6777138343
1974	0.6777074961
1975	0.6776992798
1976	0.677699045
1977	0.6776989277
1978	0.6776938218
1979	0.6776906527
1980	0.6776834928
1981	0.6776803824
1982	0.6776705815
1983	0.6776591374
1984	0.6776589614
1985	0.6776583158
1986	0.6776489845
1987	0.677644935
1988	0.6776435265
1989	0.6776368361
1990	0.677635545
1991	0.6776326106
1992	0.6776304979
1993	0.6776301457
1994	0.6776273287
1995	0.6776157086
1996	0.6776080792
1997	0.6776070228
1998	0.6776062599
1999	0.6775976328
