iter	Logloss
159	0.6905573918
160	0.6905507014
161	0.690542896
162	0.6905278133
163	0.6905176016
164	0.6904970609
165	0.6904783982
166	0.6904533386
167	0.6904460614
168	0.6904313308
169	0.6904163067
170	0.6903921274
171	0.690367596
172	0.6903509287
173	0.6903221717
174	0.690316303
175	0.6902999291
176	0.6902796232
177	0.690268003
178	0.6902653034
179	0.6902509249
180	0.6902370159
181	0.6902317927
182	0.6902314406
183	0.690217649
184	0.6902065571
185	0.6901917678
186	0.6901738093
187	0.6901569073
188	0.6901390076
189	0.6901193472
190	0.6900984544
191	0.6900892991
192	0.690069404
193	0.6900475135
194	0.6900410579
195	0.6900188739
196	0.6900053171
197	0.6899972182
198	0.6899819007
199	0.6899753864
200	0.6899607145
201	0.6899471576
202	0.6899445754
203	0.6899353614
204	0.6899252671
205	0.6899120624
206	0.6898877071
207	0.689874385
208	0.6898602412
209	0.689847506
210	0.6898298997
211	0.6898227398
212	0.6897997929
213	0.6897918701
214	0.6897698622
215	0.6897645217
216	0.6897523733
217	0.6897460937
218	0.6897306002
219	0.6897221492
220	0.6897075947
221	0.6896922772
222	0.6896803636
223	0.689662053
224	0.6896531912
225	0.6896445641
226	0.6896317702
227	0.6896246103
228	0.6896183894
229	0.6896039523
230	0.6895875197
231	0.6895787753
232	0.6895723783
233	0.6895470252
234	0.6895445604
235	0.6895314143
236	0.6895131625
237	0.68950254
238	0.6894945585
239	0.6894831731
240	0.6894640409
241	0.6894527142
242	0.6894510122
243	0.6894466107
244	0.6894314106
245	0.6894175603
246	0.6894028297
247	0.6893901532
248	0.6893762442
249	0.689374014
250	0.6893656804
251	0.6893481328
252	0.6893389775
253	0.6893267118
254	0.6893188477
255	0.6892977201
256	0.6892938467
257	0.6892747145
258	0.689270313
259	0.6892473661
260	0.6892353351
261	0.6892187852
262	0.6891955449
263	0.6891902043
264	0.689178232
265	0.6891680791
266	0.6891583369
267	0.6891497098
268	0.6891358009
269	0.6891223614
270	0.6891144386
271	0.6891038161
272	0.6890808105
273	0.6890728877
274	0.6890642606
275	0.6890616784
276	0.6890486497
277	0.6890350342
278	0.6890269353
279	0.6890152564
280	0.6890069815
281	0.689005573
282	0.6889944223
283	0.6889812176
284	0.6889596792
285	0.6889498197
286	0.6889350891
287	0.6889275184
288	0.6889214736
289	0.6889085036
290	0.6888903691
291	0.6888768123
292	0.6888542762
293	0.6888487596
294	0.6888374329
295	0.6888215872
296	0.6888133122
297	0.688791187
298	0.6887842619
299	0.6887673011
300	0.6887495774
301	0.6887441782
302	0.6887376052
303	0.6887349642
304	0.6887286846
305	0.6887242244
306	0.6887074984
307	0.6886954674
308	0.6886817345
309	0.6886707599
310	0.6886605483
311	0.688653271
312	0.6886498084
313	0.6886370145
314	0.6886295025
315	0.6886163565
316	0.6886084923
317	0.6886040321
318	0.6885932335
319	0.6885820829
320	0.6885736906
321	0.6885625986
322	0.6885500394
323	0.6885329026
324	0.6885261536
325	0.6885168222
326	0.6885073148
327	0.6884902367
328	0.6884826073
329	0.6884761517
330	0.6884700482
331	0.6884662922
332	0.6884542025
333	0.6884428758
334	0.6884354811
335	0.6884230394
336	0.6884036138
337	0.6883952801
338	0.6883887071
339	0.6883722159
340	0.6883669927
341	0.6883562528
342	0.6883381183
343	0.688329726
344	0.6883243854
345	0.6883190448
346	0.6883121197
347	0.6882958045
348	0.6882936918
349	0.6882892902
350	0.688283128
351	0.6882796067
352	0.6882761442
353	0.68827186
354	0.6882687495
355	0.6882628221
356	0.6882425162
357	0.6882400513
358	0.6882333609
359	0.6882165175
360	0.6882037823
361	0.6881973853
362	0.6881793682
363	0.6881677481
364	0.6881636399
365	0.6881549542
366	0.6881449773
367	0.6881287795
368	0.6881100581
369	0.6880980272
370	0.6880851159
371	0.6880786602
372	0.6880695636
373	0.6880616408
374	0.6880509597
375	0.6880412762
376	0.6880368746
377	0.68802009
378	0.6880092914
379	0.6879710858
380	0.6879463196
381	0.6879360492
382	0.6879252507
383	0.6879157433
384	0.6879118112
385	0.6879077618
386	0.6879008953
387	0.6878956721
388	0.6878898034
389	0.6878852257
390	0.6878783006
391	0.687865448
392	0.6878591684
393	0.6878465506
394	0.6878175589
395	0.6878111619
396	0.6877934383
397	0.687792734
398	0.687783344
399	0.6877725454
400	0.6877642118
401	0.6877610427
402	0.6877444341
403	0.6877213698
404	0.6877129188
405	0.6876969558
406	0.6876731286
407	0.6876590435
408	0.6876533508
409	0.6876444303
410	0.6876358032
411	0.6876107436
412	0.6876065768
413	0.6876008254
414	0.6875897921
415	0.687581928
416	0.6875767634
417	0.6875601548
418	0.6875532884
419	0.687533452
420	0.6875196604
421	0.687508275
422	0.6874987089
423	0.687484976
424	0.6874755272
425	0.6874698345
426	0.687463731
427	0.6874499981
428	0.6874443054
429	0.6874409602
430	0.6874037523
431	0.6873935993
432	0.687390841
433	0.6873862633
434	0.6873734694
435	0.6873599126
436	0.687351755
437	0.6873377286
438	0.6873290429
439	0.6873092651
440	0.6873025747
441	0.6872906025
442	0.687281858
443	0.6872719398
444	0.6872633714
445	0.6872598501
446	0.6872495211
447	0.6872300368
448	0.6872190035
449	0.6871978173
450	0.6871901292
451	0.6871882512
452	0.6871797415
453	0.6871687669
454	0.6871648348
455	0.6871523344
456	0.6871369582
457	0.6871366061
458	0.6871193519
459	0.6871097271
460	0.6870927664
461	0.6870847262
462	0.6870756296
463	0.6870662983
464	0.6870605469
465	0.6870509808
466	0.6870462858
467	0.6870398888
468	0.6870152987
469	0.6869942298
470	0.6869799687
471	0.6869700505
472	0.6869523268
473	0.6869373028
474	0.6869282062
475	0.6869216919
476	0.6869128887
477	0.6869050246
478	0.6868865967
479	0.686879026
480	0.6868678753
481	0.6868561965
482	0.6868470999
483	0.6868377099
484	0.6868274395
485	0.6868115352
486	0.6867975088
487	0.6867864755
488	0.6867847736
489	0.6867770855
490	0.6867642329
491	0.686746744
492	0.6867392907
493	0.6867320134
494	0.6867148766
495	0.6867041955
496	0.6867019066
497	0.6866779034
498	0.6866685134
499	0.6866480314
500	0.6866431016
501	0.6866361178
502	0.6866281363
503	0.686613347
504	0.6865881113
505	0.6865768433
506	0.6865716201
507	0.6865679814
508	0.686556596
509	0.6865457388
510	0.6865358793
511	0.6865212661
512	0.6865180969
513	0.6865094698
514	0.6865011949
515	0.6864996103
516	0.6864929199
517	0.6864886944
518	0.6864741986
519	0.6864619915
520	0.6864601135
521	0.6864518973
522	0.6864474957
523	0.6864418617
524	0.6864413922
525	0.6864376362
526	0.6864248422
527	0.6864199125
528	0.6864079989
529	0.6863991957
530	0.6863946181
531	0.6863891602
532	0.6863818829
533	0.6863676805
534	0.6863574101
535	0.6863496047
536	0.6863456139
537	0.686336576
538	0.6863233126
539	0.6863064106
540	0.6862951425
541	0.6862855765
542	0.6862761277
543	0.6862650358
544	0.6862515963
545	0.6862445538
546	0.68623757
547	0.6862176748
548	0.6862147405
549	0.6862099868
550	0.6862068176
551	0.686195667
552	0.6861918523
553	0.6861866878
554	0.6861736004
555	0.6861707247
556	0.6861686707
557	0.6861649733
558	0.6861566397
559	0.6861551138
560	0.6861397376
561	0.6861380944
562	0.6861309932
563	0.686121075
564	0.6861099243
565	0.686101708
566	0.6860849234
567	0.6860778809
568	0.6860740662
569	0.6860687256
570	0.6860615657
571	0.6860495934
572	0.6860371516
573	0.6860345694
574	0.686028994
575	0.686021306
576	0.6860169044
577	0.6860022912
578	0.6859954834
579	0.6859920208
580	0.6859856826
581	0.6859768207
582	0.6859652006
583	0.6859643789
584	0.6859590971
585	0.6859493549
586	0.6859401996
587	0.6859329224
588	0.6859188373
589	0.6859127338
590	0.6858985314
591	0.685894482
592	0.6858916649
593	0.6858825684
594	0.6858755258
595	0.685861969
596	0.685859328
597	0.6858554547
598	0.6858529898
599	0.6858494098
600	0.6858357943
601	0.6858269325
602	0.685826639
603	0.6858175424
604	0.6858101478
605	0.6857943608
606	0.6857919546
607	0.6857853816
608	0.6857748178
609	0.6857711792
610	0.685735321
611	0.6857340886
612	0.6857283372
613	0.6857262831
614	0.685712022
615	0.6857042753
616	0.6856920096
617	0.6856915987
618	0.6856818566
619	0.6856804481
620	0.6856686519
621	0.6856575012
622	0.6856544495
623	0.6856465266
624	0.6856442965
625	0.68563162
626	0.6856191195
627	0.685610199
628	0.6856079102
629	0.6856042715
630	0.6856036846
631	0.6855911255
632	0.6855786837
633	0.6855708196
634	0.6855641292
635	0.685556265
636	0.6855503963
637	0.6855375437
638	0.6855239868
639	0.6855150663
640	0.6855065566
641	0.6854744544
642	0.6854703463
643	0.6854635385
644	0.6854573763
645	0.6854545006
646	0.6854481624
647	0.6854309669
648	0.6854185838
649	0.6854101328
650	0.6853900029
651	0.6853759179
652	0.685367995
653	0.6853577247
654	0.6853530884
655	0.6853480999
656	0.685343581
657	0.6853313739
658	0.6853208102
659	0.6853201059
660	0.6853057274
661	0.6852955158
662	0.6852894123
663	0.6852891188
664	0.6852842478
665	0.6852715712
666	0.6852568406
667	0.6852546105
668	0.6852486244
669	0.6852470985
670	0.685244927
671	0.6852415818
672	0.6852317223
673	0.6852277316
674	0.6852166983
675	0.6852137639
676	0.6852118859
677	0.6851999723
678	0.6851979769
679	0.6851945143
680	0.6851827768
681	0.6851749127
682	0.6851674593
683	0.6851585975
684	0.6851563674
685	0.6851500291
686	0.6851410499
687	0.6851354746
688	0.6851298992
689	0.6851220351
690	0.6851139949
691	0.6851102389
692	0.68510214
693	0.6850859422
694	0.685076024
695	0.6850645799
696	0.6850517273
697	0.6850438631
698	0.6850398724
699	0.6850370554
700	0.6850273132
701	0.6850144019
702	0.6849989084
703	0.6849949763
704	0.6849791307
705	0.6849724403
706	0.6849675692
707	0.6849527212
708	0.684951078
709	0.6849422748
710	0.6849361713
711	0.684927016
712	0.6849210886
713	0.6849140461
714	0.6849018977
715	0.684894151
716	0.6848871084
717	0.6848805354
718	0.6848740211
719	0.6848571777
720	0.6848500178
721	0.6848394541
722	0.6848290077
723	0.6848249582
724	0.6848189134
725	0.6848061195
726	0.6847954383
727	0.6847876329
728	0.684780649
729	0.6847741347
730	0.6847614582
731	0.6847540635
732	0.6847487816
733	0.6847444388
734	0.6847362812
735	0.6847348727
736	0.684734051
737	0.6847322904
738	0.684723546
739	0.6847174424
740	0.6847081111
741	0.6846991906
742	0.6846906809
743	0.6846858098
744	0.6846775935
745	0.684673368
746	0.6846689078
747	0.6846635085
748	0.6846618652
749	0.6846538837
750	0.6846483084
751	0.6846373338
752	0.6846345168
753	0.6846274743
754	0.6846193754
755	0.6846149151
756	0.6846017104
757	0.6845988934
758	0.6845937876
759	0.6845849844
760	0.6845772376
761	0.6845690801
762	0.6845568143
763	0.6845552298
764	0.6845438444
765	0.6845272945
766	0.6845195477
767	0.684516672
768	0.6845015306
769	0.6844964247
770	0.684481342
771	0.6844752385
772	0.6844740061
773	0.6844703674
774	0.6844632662
775	0.6844498854
776	0.6844462468
777	0.6844400259
778	0.6844304598
779	0.6844193092
780	0.6844062218
781	0.6844017029
782	0.6843956581
783	0.6843899067
784	0.6843782865
785	0.6843766433
786	0.6843746479
787	0.6843731807
788	0.684363732
789	0.6843549875
790	0.6843467712
791	0.6843419002
792	0.6843370878
793	0.6843320406
794	0.6843228854
795	0.6843167819
796	0.6843141996
797	0.6843054551
798	0.6842997624
799	0.6842957717
800	0.6842928373
801	0.6842884357
802	0.6842878488
803	0.6842785762
804	0.6842753484
805	0.6842688927
806	0.6842632587
807	0.6842590332
808	0.6842549251
809	0.6842411335
810	0.6842086792
811	0.6841930683
812	0.6841852628
813	0.6841767531
814	0.6841692411
815	0.6841648395
816	0.6841551561
817	0.6841498155
818	0.6841462942
819	0.6841407189
820	0.6841375498
821	0.6841310941
822	0.6841292161
823	0.6841287466
824	0.6841193566
825	0.684111199
826	0.6841089102
827	0.6841056237
828	0.6840981704
829	0.6840913039
830	0.6840803293
831	0.6840659508
832	0.6840569129
833	0.684045997
834	0.6840397761
835	0.6840360201
836	0.6840321467
837	0.6840238131
838	0.6840082022
839	0.6840049157
840	0.6840032724
841	0.6839989295
842	0.6839871333
843	0.6839833186
844	0.6839758066
845	0.6839617803
846	0.6839501014
847	0.6839421199
848	0.6839373075
849	0.6839296781
850	0.6839241615
851	0.6839155931
852	0.6839099591
853	0.6838957566
854	0.6838932331
855	0.6838815542
856	0.6838758028
857	0.6838681148
858	0.6838574923
859	0.6838535015
860	0.6838394165
861	0.6838339586
862	0.6838218102
863	0.6838181716
864	0.6838069035
865	0.6837990394
866	0.6837930533
867	0.6837820787
868	0.6837689913
869	0.6837566669
870	0.6837481572
871	0.6837456923
872	0.6837348351
873	0.6837304335
874	0.6837253277
875	0.6837201632
876	0.6837144118
877	0.6837113601
878	0.6837056673
879	0.6837044349
880	0.6836962186
881	0.6836908194
882	0.6836882371
883	0.6836843637
884	0.683679434
885	0.6836713351
886	0.6836663466
887	0.6836560763
888	0.6836509705
889	0.6836444561
890	0.6836371789
891	0.6836316622
892	0.68362908
893	0.6836169903
894	0.6836064265
895	0.6836019076
896	0.6835972713
897	0.6835939848
898	0.6835791955
899	0.6835726811
900	0.6835561899
901	0.6835503211
902	0.6835241464
903	0.6835209773
904	0.6835136414
905	0.6835059533
906	0.6834953895
907	0.6834948026
908	0.6834842388
909	0.6834793091
910	0.6834737338
911	0.6834646959
912	0.6834534278
913	0.6834414555
914	0.6834381104
915	0.6834251991
916	0.6834215604
917	0.6834196824
918	0.6834148114
919	0.6834051279
920	0.6833958552
921	0.6833530719
922	0.6833478487
923	0.6833454426
924	0.6833433885
925	0.6833378132
926	0.6833358178
927	0.6833304772
928	0.6833275428
929	0.6833115798
930	0.6833111103
931	0.6832970839
932	0.6832926237
933	0.6832836445
934	0.6832822946
935	0.6832784799
936	0.6832716722
937	0.6832688552
938	0.6832605215
939	0.6832582914
940	0.6832501338
941	0.683244089
942	0.6832339947
943	0.6832292997
944	0.6832238417
945	0.6832177969
946	0.6832073505
947	0.6832005427
948	0.6831971389
949	0.6831892747
950	0.683187162
951	0.6831834059
952	0.6831785936
953	0.6831742507
954	0.683167795
955	0.6831613394
956	0.6831579355
957	0.6831554706
958	0.6831483107
959	0.683135106
960	0.6831237793
961	0.6831234272
962	0.6831142132
963	0.6831027691
964	0.6830971938
965	0.6830824632
966	0.6830799396
967	0.6830737774
968	0.6830696693
969	0.6830590468
970	0.6830518869
971	0.6830469572
972	0.6830376258
973	0.6830323439
974	0.6830309941
975	0.6830252427
976	0.683018435
977	0.6830161461
978	0.6830128596
979	0.6830052302
980	0.6830027654
981	0.6830022959
982	0.6829940796
983	0.6829847483
984	0.6829824007
985	0.6829742432
986	0.6829662616
987	0.6829583975
988	0.6829505334
989	0.6829480098
990	0.6829442538
991	0.6829409086
992	0.6829279386
993	0.6829260019
994	0.6829244173
995	0.6829209548
996	0.6829150273
997	0.6829092759
998	0.6829022921
999	0.6828980079
1000	0.6828933716
1001	0.6828811646
1002	0.6828763522
1003	0.6828709529
1004	0.6828677838
1005	0.6828595675
1006	0.6828471257
1007	0.6828401419
1008	0.682839555
1009	0.6828272306
1010	0.6828246483
1011	0.6828221248
1012	0.6828208336
1013	0.6828137911
1014	0.6828080397
1015	0.6827950111
1016	0.6827931918
1017	0.6827890249
1018	0.6827827454
1019	0.6827801631
1020	0.6827787546
1021	0.6827701275
1022	0.6827661954
1023	0.6827615004
1024	0.6827449505
1025	0.6827299852
1026	0.6827254662
1027	0.6827171913
1028	0.6827122615
1029	0.6827112638
1030	0.6827079186
1031	0.6827058059
1032	0.6826974722
1033	0.6826885517
1034	0.682683035
1035	0.682673645
1036	0.6826681871
1037	0.6826495831
1038	0.6826366131
1039	0.6826328571
1040	0.6826262254
1041	0.6826221173
1042	0.6826156029
1043	0.6826056847
1044	0.6825937124
1045	0.6825819749
1046	0.6825729957
1047	0.6825723501
1048	0.6825657771
1049	0.6825610234
1050	0.6825582064
1051	0.6825533353
1052	0.6825518095
1053	0.6825478187
1054	0.6825421847
1055	0.6825380179
1056	0.6825229351
1057	0.6825155992
1058	0.6825088501
1059	0.6825024531
1060	0.6824951172
1061	0.6824939434
1062	0.6824876052
1063	0.6824815603
1064	0.6824680035
1065	0.6824655386
1066	0.6824601393
1067	0.6824556204
1068	0.6824475215
1069	0.6824429439
1070	0.6824349037
1071	0.682421875
1072	0.6824133066
1073	0.682405912
1074	0.6823971675
1075	0.6823910053
1076	0.6823898315
1077	0.682384667
1078	0.6823769203
1079	0.6823565556
1080	0.6823464027
1081	0.6823432335
1082	0.6823345478
1083	0.6823303223
1084	0.6823224581
1085	0.6823154743
1086	0.6823067298
1087	0.6823055561
1088	0.6823015653
1089	0.6822856023
1090	0.6822813181
1091	0.6822640052
1092	0.6822567866
1093	0.6822424669
1094	0.6822373023
1095	0.6822332529
1096	0.6822329008
1097	0.6822305533
1098	0.6822253887
1099	0.6822157053
1100	0.6822050828
1101	0.682200916
1102	0.682191702
1103	0.6821852464
1104	0.6821779104
1105	0.6821772062
1106	0.6821708679
1107	0.6821657621
1108	0.6821608323
1109	0.6821527334
1110	0.6821471581
1111	0.682141348
1112	0.6821381789
1113	0.6821359488
1114	0.6821330144
1115	0.6821249742
1116	0.6821222745
1117	0.6821173448
1118	0.6821141756
1119	0.6821077787
1120	0.6820995037
1121	0.6820934589
1122	0.6820911114
1123	0.6820894681
1124	0.6820892921
1125	0.6820827778
1126	0.6820744441
1127	0.6820707468
1128	0.6820677537
1129	0.682063763
1130	0.6820580116
1131	0.6820456872
1132	0.6820326585
1133	0.6820291959
1134	0.6820240314
1135	0.6820163433
1136	0.6820114136
1137	0.6820093595
1138	0.6820029626
1139	0.6819970351
1140	0.6819950397
1141	0.6819840064
1142	0.6819824219
1143	0.681980896
1144	0.6819791354
1145	0.681976201
1146	0.6819687477
1147	0.6819596511
1148	0.6819554256
1149	0.6819548387
1150	0.6819489699
1151	0.6819462703
1152	0.6819423382
1153	0.6819344154
1154	0.681931481
1155	0.6819266099
1156	0.681917572
1157	0.6819077125
1158	0.6818994375
1159	0.681894273
1160	0.6818832397
1161	0.6818756104
1162	0.6818713848
1163	0.6818614079
1164	0.6818440364
1165	0.6818359962
1166	0.681830949
1167	0.6818163945
1168	0.6818094694
1169	0.6818071806
1170	0.6818021334
1171	0.6817934476
1172	0.6817882831
1173	0.6817854074
1174	0.6817828252
1175	0.6817808885
1176	0.681777778
1177	0.6817724962
1178	0.6817671556
1179	0.6817641625
1180	0.6817556528
1181	0.681747906
1182	0.6817409809
1183	0.6817341731
1184	0.6817267785
1185	0.6817185035
1186	0.6817158626
1187	0.6817151583
1188	0.6817135737
1189	0.6817074115
1190	0.6816966717
1191	0.6816916833
1192	0.6816872817
1193	0.6816865774
1194	0.6816763071
1195	0.6816711426
1196	0.6816630437
1197	0.681655473
1198	0.6816503671
1199	0.6816487239
1200	0.6816456721
1201	0.6816452026
1202	0.6816373972
1203	0.6816290048
1204	0.6816199669
1205	0.6816177955
1206	0.6816094032
1207	0.6816035344
1208	0.681598722
1209	0.681596844
1210	0.6815905057
1211	0.6815842262
1212	0.6815790617
1213	0.6815723713
1214	0.6815683805
1215	0.6815646832
1216	0.6815550584
1217	0.6815550584
1218	0.6815503634
1219	0.6815397996
1220	0.681535398
1221	0.6815312899
1222	0.681528649
1223	0.6815165593
1224	0.6815139771
1225	0.6815125099
1226	0.6815057608
1227	0.681496136
1228	0.6814909715
1229	0.6814846332
1230	0.6814757127
1231	0.6814650316
1232	0.6814558763
1233	0.6814554068
1234	0.6814488338
1235	0.6814380939
1236	0.6814293495
1237	0.681429056
1238	0.6814227178
1239	0.6814203116
1240	0.6814122714
1241	0.6814118605
1242	0.6813996535
1243	0.681395428
1244	0.6813870357
1245	0.6813734788
1246	0.6813693707
1247	0.6813650865
1248	0.681361976
1249	0.6813603915
1250	0.681352586
1251	0.6813451327
1252	0.6813417288
1253	0.6813402029
1254	0.6813322214
1255	0.6813147325
1256	0.6813122089
1257	0.681307866
1258	0.6813051664
1259	0.6813036405
1260	0.6812970675
1261	0.68129472
1262	0.6812597421
1263	0.6812532865
1264	0.6812468309
1265	0.6812400818
1266	0.6812354455
1267	0.6812280508
1268	0.6812211844
1269	0.6812159612
1270	0.6812130268
1271	0.6812089186
1272	0.6812048105
1273	0.681194188
1274	0.681185561
1275	0.6811802791
1276	0.681174469
1277	0.681170889
1278	0.6811700674
1279	0.6811694805
1280	0.6811689524
1281	0.6811618511
1282	0.6811608535
1283	0.6811430711
1284	0.6811383174
1285	0.6811369676
1286	0.6811362046
1287	0.6811356765
1288	0.6811248192
1289	0.6811150184
1290	0.6811129056
1291	0.6811082693
1292	0.6811015789
1293	0.6811001117
1294	0.6810901348
1295	0.6810789842
1296	0.6810768127
1297	0.6810726459
1298	0.6810610258
1299	0.6810562134
1300	0.6810545701
1301	0.6810503446
1302	0.6810441824
1303	0.6810309777
1304	0.6810285128
1305	0.6810258719
1306	0.6810133127
1307	0.681008559
1308	0.681001986
1309	0.6809940045
1310	0.6809924786
1311	0.6809871967
1312	0.6809825017
1313	0.6809815627
1314	0.6809692383
1315	0.6809644259
1316	0.6809628413
1317	0.6809626066
1318	0.6809547424
1319	0.6809490497
1320	0.6809434744
1321	0.6809362558
1322	0.6809296828
1323	0.6809255747
1324	0.6809205862
1325	0.6809114896
1326	0.6809092595
1327	0.6809058556
1328	0.6809018649
1329	0.6808971112
1330	0.6808836717
1331	0.6808813829
1332	0.6808704083
1333	0.6808645982
1334	0.6808571449
1335	0.6808559711
1336	0.6808491633
1337	0.6808437054
1338	0.6808420035
1339	0.6808382474
1340	0.6808334937
1341	0.6808237516
1342	0.6808206412
1343	0.680815594
1344	0.6808115446
1345	0.6808085515
1346	0.680802624
1347	0.680801509
1348	0.680793058
1349	0.6807851938
1350	0.6807775644
1351	0.6807733389
1352	0.6807677049
1353	0.6807584909
1354	0.6807563195
1355	0.6807542654
1356	0.6807477511
1357	0.6807432321
1358	0.6807313185
1359	0.6807237478
1360	0.6807098389
1361	0.6807053786
1362	0.6807034419
1363	0.6807026203
1364	0.6806928194
1365	0.6806896503
1366	0.6806734525
1367	0.6806691096
1368	0.6806637104
1369	0.6806598957
1370	0.6806500362
1371	0.6806444608
1372	0.6806421133
1373	0.6806369488
1374	0.6806361272
1375	0.6806334862
1376	0.680624507
1377	0.6806211618
1378	0.6806078397
1379	0.6806007972
1380	0.6805930504
1381	0.6805842473
1382	0.6805822519
1383	0.6805762071
1384	0.680573214
1385	0.6805719229
1386	0.6805716881
1387	0.680565702
1388	0.6805617112
1389	0.6805593637
1390	0.6805551382
1391	0.6805514996
1392	0.6805463938
1393	0.6805321913
1394	0.6805286114
1395	0.6805214515
1396	0.680519104
1397	0.68051347
1398	0.6805044908
1399	0.680499385
1400	0.6804934575
1401	0.6804915208
1402	0.6804848891
1403	0.6804793725
1404	0.6804756751
1405	0.6804655809
1406	0.6804573646
1407	0.680453902
1408	0.680452787
1409	0.680444512
1410	0.6804367065
1411	0.6804337135
1412	0.6804280208
1413	0.680421213
1414	0.6804179265
1415	0.6804144052
1416	0.680409006
1417	0.6803955078
1418	0.68039228
1419	0.6803907541
1420	0.6803845919
1421	0.6803806011
1422	0.6803752019
1423	0.6803733239
1424	0.6803658119
1425	0.6803629949
1426	0.6803615277
1427	0.6803617037
1428	0.6803590041
1429	0.6803510226
1430	0.6803457407
1431	0.6803432758
1432	0.6803408696
1433	0.6803395198
1434	0.680337407
1435	0.6803335337
1436	0.6803310688
1437	0.6803305993
1438	0.6803292495
1439	0.6803090022
1440	0.6803077698
1441	0.6803077698
1442	0.6802979103
1443	0.6802892245
1444	0.680287053
1445	0.6802661602
1446	0.6802644583
1447	0.6802587069
1448	0.6802544227
1449	0.6802509014
1450	0.6802501972
1451	0.680243272
1452	0.680241218
1453	0.6802370512
1454	0.6802330017
1455	0.6802271916
1456	0.6802266634
1457	0.680225431
1458	0.6802225553
1459	0.6802178016
1460	0.6802091745
1461	0.6802082942
1462	0.6802058293
1463	0.6801998432
1464	0.6801877535
1465	0.680186345
1466	0.680178833
1467	0.6801747249
1468	0.6801635742
1469	0.6801588792
1470	0.6801538321
1471	0.6801513672
1472	0.6801407447
1473	0.6801358736
1474	0.6801309439
1475	0.6801280682
1476	0.6801166241
1477	0.6801102271
1478	0.6801068819
1479	0.6801056495
1480	0.6800876911
1481	0.6800832895
1482	0.6800707304
1483	0.6800688524
1484	0.6800616925
1485	0.6800613403
1486	0.6800589928
1487	0.6800545326
1488	0.6800524198
1489	0.680050131
1490	0.6800477835
1491	0.6800453773
1492	0.6800395672
1493	0.6800355178
1494	0.6800301772
1495	0.6800253648
1496	0.6800234868
1497	0.6800189678
1498	0.6800173246
1499	0.6800114558
1500	0.6800105755
1501	0.6800058218
1502	0.6800046481
1503	0.6800000117
1504	0.6799960797
1505	0.6799926758
1506	0.6799879221
1507	0.6799852811
1508	0.6799781212
1509	0.679971959
1510	0.6799594586
1511	0.6799555852
1512	0.6799507728
